palabra,freq,diario,por_noticia
clase,11,paginadoce,0.01503
muerte,11,paginadoce,0.01503
muerte,21,clarin,0.015
Alberto Fernández,21,clarin,0.015
historia,21,clarin,0.015
operación,155,popular,0.01463
inicio,198,infobae,0.01461
femicidio,15,todonoticias,0.01458
clase,15,todonoticias,0.01458
dólar,15,todonoticias,0.01458
muerte,10,perfil,0.01447
causa,152,popular,0.01435
Australia,20,clarin,0.01429
película,151,popular,0.01425
video,151,popular,0.01425
docente,150,popular,0.01416
contrato,150,popular,0.01416
Liga,150,popular,0.01416
empleado,150,popular,0.01416
femicida,150,popular,0.01416
acuerdo,10,telam,0.01416
Úrsula,10,telam,0.01416
River,10,telam,0.01416
Kombat,149,popular,0.01406
app,149,popular,0.01406
Centro Veterinario,149,popular,0.01406
pase,149,popular,0.01406
elección,149,popular,0.01406
volante,149,popular,0.01406
presunto,149,popular,0.01406
punto,149,popular,0.01406
Varela,149,popular,0.01406
inicio,149,popular,0.01406
personaje,149,popular,0.01406
estacionamiento,149,popular,0.01406
transporte,149,popular,0.01406
copa,149,popular,0.01406
Google Maps,149,popular,0.01406
problema,148,popular,0.01397
funcionamiento,148,popular,0.01397
gimnasia,147,popular,0.01387
alza,10,ambito,0.01372
acción,10,ambito,0.01372
mes,10,ambito,0.01372
Buenos Aires,10,ambito,0.01372
Ivana Módica,10,paginadoce,0.01366
par,10,paginadoce,0.01366
Buenos Aires,14,todonoticias,0.01361
historia,14,todonoticias,0.01361
Ginés González García,14,todonoticias,0.01361
carnaval,142,popular,0.0134
millonario,141,popular,0.01331
Agustín Fontana,141,popular,0.01331
Dalma Maradona,141,popular,0.01331
liga,140,popular,0.01321
ciudad,66,lanacion,0.01313
Brasil,139,popular,0.01312
regreso,9,perfil,0.01302
Justicia,9,perfil,0.01302
Argentina,9,perfil,0.01302
Misiones,65,lanacion,0.01294
Neuquén,65,lanacion,0.01294
Mendoza,65,lanacion,0.01294
usd,175,infobae,0.01291
vip,18,clarin,0.01286
triunfo,136,popular,0.01284
Carlos Menem,9,telam,0.01275
muerte,9,telam,0.01275
dosis,9,telam,0.01275
marzo,9,telam,0.01275
policía,9,telam,0.01275
justicia,135,popular,0.01274
pases,135,popular,0.01274
libro,135,popular,0.01274
paso,135,popular,0.01274
Lucas Rodríguez,135,popular,0.01274
febrero,135,popular,0.01274
tranquilidad,135,popular,0.01274
policía,13,todonoticias,0.01263
febrero,13,todonoticias,0.01263
tapa,13,todonoticias,0.01263
amor,13,todonoticias,0.01263
fallecimiento,168,infobae,0.0124
acuerdo,9,ambito,0.01235
Macri,9,ambito,0.01235
récord,9,ambito,0.01235
SP Merval,9,ambito,0.01235
vuelta,9,paginadoce,0.0123
gobierno,9,paginadoce,0.0123
Buenos Aires,9,paginadoce,0.0123
video,4,eldestape,0.01223
Netflix,4,eldestape,0.01223
dosis,4,eldestape,0.01223
proyecto,4,eldestape,0.01223
Mauricio Macri,4,eldestape,0.01223
fin,4,eldestape,0.01223
desabastecimiento,4,eldestape,0.01223
docente,4,eldestape,0.01223
violencia,4,eldestape,0.01223
Ciudad,4,eldestape,0.01223
hermano,4,eldestape,0.01223
género,4,eldestape,0.01223
Maradona,4,eldestape,0.01223
economía,4,eldestape,0.01223
juez,4,eldestape,0.01223
ministro,4,eldestape,0.01223
espionaje,4,eldestape,0.01223
presidente,17,clarin,0.01214
Luis,59,lanacion,0.01174
auto,12,todonoticias,0.01166
casa,12,todonoticias,0.01166
escándalo,12,todonoticias,0.01166
mujer,12,todonoticias,0.01166
Consejo,8,perfil,0.01158
Horóscopo,58,lanacion,0.01154
Santiago,58,lanacion,0.01154
precio,16,clarin,0.01143
mujer,16,clarin,0.01143
video,16,clarin,0.01143
vuelta,121,popular,0.01142
Rosario,120,popular,0.01133
niño,8,telam,0.01133
escuela,8,telam,0.01133
prisión,8,telam,0.01133
provincia,8,telam,0.01133
Justicia,8,telam,0.01133
Carlos Menem,8,ambito,0.01097
provincia,8,ambito,0.01097
muerte,8,ambito,0.01097
frente,8,ambito,0.01097
Marte,8,ambito,0.01097
Boca,8,ambito,0.01097
presidente,8,ambito,0.01097
Biden,8,ambito,0.01097
Perseverance,8,ambito,0.01097
gremio,8,ambito,0.01097
Australia,8,ambito,0.01097
martes,55,lanacion,0.01095
descuento,116,popular,0.01095
debut,116,popular,0.01095
efeméride,8,paginadoce,0.01093
febrero,8,paginadoce,0.01093
juez,8,paginadoce,0.01093
mujer,8,paginadoce,0.01093
pronóstico,8,paginadoce,0.01093
clima,8,paginadoce,0.01093
distracción,115,popular,0.01085
campeón,115,popular,0.01085
Súper TC2000,115,popular,0.01085
empate,115,popular,0.01085
lobo,115,popular,0.01085
Bombonera,115,popular,0.01085
izquierdoz,115,popular,0.01085
Cardona,115,popular,0.01085
partido,115,popular,0.01085
Alexis Sabella,115,popular,0.01085
Matías Rossi,115,popular,0.01085
vuelta,15,clarin,0.01071
pandemia,15,clarin,0.01071
directo,15,clarin,0.01071
look,11,todonoticias,0.01069
diario,11,todonoticias,0.01069
mensaje,11,todonoticias,0.01069
red,11,todonoticias,0.01069
pareja,11,todonoticias,0.01069
lunes,110,popular,0.01038
mensaje,7,perfil,0.01013
futbol,7,perfil,0.01013
Australia,7,perfil,0.01013
dólar,7,perfil,0.01013
red,7,perfil,0.01013
cambio,7,perfil,0.01013
River,14,clarin,0.01
juez,14,clarin,0.01
Ginés González García,14,clarin,0.01
vacunación,14,clarin,0.01
Carlos Menem,50,lanacion,0.00995
Biden,7,telam,0.00992
frente,7,telam,0.00992
líder,7,telam,0.00992
regreso,7,telam,0.00992
refuerzo,7,telam,0.00992
Ganancias,7,telam,0.00992
denuncia,7,telam,0.00992
Australia,7,telam,0.00992
febrero,7,telam,0.00992
Sputnik,7,telam,0.00992
Rusia,7,telam,0.00992
fin,7,telam,0.00992
efeméride,7,telam,0.00992
Ivana Módica,10,todonoticias,0.00972
Cristina Kirchner,10,todonoticias,0.00972
precio,10,todonoticias,0.00972
partido,10,todonoticias,0.00972
pandemia,10,todonoticias,0.00972
Salud,10,todonoticias,0.00972
Alberto Fernández,7,ambito,0.0096
dosis,7,ambito,0.0096
NASA,7,ambito,0.0096
Covid,7,ambito,0.0096
misión,7,ambito,0.0096
Justicia,7,ambito,0.0096
proyecto,7,ambito,0.0096
femicidio,7,ambito,0.0096
Brasil,7,paginadoce,0.00956
copa,7,paginadoce,0.00956
causa,7,paginadoce,0.00956
sábado,100,popular,0.00944
policía,13,clarin,0.00929
minuto,13,clarin,0.00929
Liga,13,clarin,0.00929
cambio,98,popular,0.00925
campaña,3,eldestape,0.00917
parque,3,eldestape,0.00917
presidente,3,eldestape,0.00917
alimento,3,eldestape,0.00917
partido,3,eldestape,0.00917
marzo,3,eldestape,0.00917
FMI,3,eldestape,0.00917
Cristina Kirchner,3,eldestape,0.00917
frente,3,eldestape,0.00917
valor,3,eldestape,0.00917
blue,3,eldestape,0.00917
escultura,3,eldestape,0.00917
ley,3,eldestape,0.00917
nafta,3,eldestape,0.00917
Russo,3,eldestape,0.00917
cambio,3,eldestape,0.00917
Román,3,eldestape,0.00917
Buenos Aires,3,eldestape,0.00917
preso,3,eldestape,0.00917
dólar,3,eldestape,0.00917
Mar,3,eldestape,0.00917
Covid,3,eldestape,0.00917
Carla Vizzotti,3,eldestape,0.00917
Sputnik,3,eldestape,0.00917
enero,3,eldestape,0.00917
frase,3,eldestape,0.00917
aula,3,eldestape,0.00917
récord,3,eldestape,0.00917
medio,3,eldestape,0.00917
policía,3,eldestape,0.00917
Plata,3,eldestape,0.00917
Úrsula,3,eldestape,0.00917
semana,3,eldestape,0.00917
Río,46,lanacion,0.00915
Boca Juniors,94,popular,0.00887
Aldosivi,94,popular,0.00887
Godoy Cruz,94,popular,0.00887
euro,120,infobae,0.00885
peso,119,infobae,0.00878
joven,9,todonoticias,0.00875
hombre,9,todonoticias,0.00875
vacunatorio,9,todonoticias,0.00875
provincia,9,todonoticias,0.00875
EE UU,6,perfil,0.00868
femicidio,6,perfil,0.00868
Úrsula,6,perfil,0.00868
hijo,6,perfil,0.00868
Marte,6,perfil,0.00868
semana,6,perfil,0.00868
vuelta,6,perfil,0.00868
familia,6,perfil,0.00868
turista,92,popular,0.00868
Camioneros,92,popular,0.00868
titular,91,popular,0.00859
plan,91,popular,0.00859
partido,12,clarin,0.00857
campeón,12,clarin,0.00857
inflación,12,clarin,0.00857
Catamarca,43,lanacion,0.00856
precio,6,telam,0.0085
elección,6,telam,0.0085
cafiero,6,telam,0.0085
rapero,6,telam,0.0085
ministro,6,telam,0.0085
familia,6,telam,0.0085
alrededores,6,telam,0.0085
Brasil,6,telam,0.0085
represión,6,telam,0.0085
EEUU,6,telam,0.0085
alumno,6,telam,0.0085
Alberto Fernández,6,telam,0.0085
India,6,telam,0.0085
plan,6,telam,0.0085
educación,6,telam,0.0085
cepa,6,telam,0.0085
femicidio,6,telam,0.0085
fecha,6,telam,0.0085
Salud,6,telam,0.0085
violencia,6,telam,0.0085
campaña,6,telam,0.0085
plan,6,ambito,0.00823
deuda,6,ambito,0.00823
debut,6,ambito,0.00823
ganancia,6,ambito,0.00823
Ganancias,6,ambito,0.00823
Europa,6,ambito,0.00823
cambio,6,ambito,0.00823
Ginés González García,6,ambito,0.00823
semana,6,ambito,0.00823
Dólar,6,ambito,0.00823
venta,6,ambito,0.00823
sorpresa,6,ambito,0.00823
dólar,6,paginadoce,0.0082
autor,6,paginadoce,0.0082
Champions League,6,paginadoce,0.0082
líder,6,paginadoce,0.0082
Menem,6,paginadoce,0.0082
espionaje,6,paginadoce,0.0082
Paris Saint,6,paginadoce,0.0082
precio,6,paginadoce,0.0082
River,6,paginadoce,0.0082
Opinión,6,paginadoce,0.0082
vacuna,41,lanacion,0.00816
vacunación,109,infobae,0.00804
Colombia,109,infobae,0.00804
Formosa,40,lanacion,0.00796
España,40,lanacion,0.00796
amor,11,clarin,0.00786
Ciudad,11,clarin,0.00786
Barcelona,11,clarin,0.00786
Netflix,11,clarin,0.00786
Copa,11,clarin,0.00786
soja,11,clarin,0.00786
inflación,8,todonoticias,0.00777
futbol,8,todonoticias,0.00777
Estados,8,todonoticias,0.00777
paso,8,todonoticias,0.00777
final,8,todonoticias,0.00777
vivo,8,todonoticias,0.00777
corte,8,todonoticias,0.00777
Abierto,8,todonoticias,0.00777
dosis,8,todonoticias,0.00777
novio,8,todonoticias,0.00777
video,5,perfil,0.00724
género,5,perfil,0.00724
detalle,5,perfil,0.00724
feriado,5,perfil,0.00724
nombre,5,perfil,0.00724
Ganancias,5,perfil,0.00724
juez,5,perfil,0.00724
respuesta,5,perfil,0.00724
Cinthia Fernández,5,perfil,0.00724
mujer,5,perfil,0.00724
Perseverance,5,perfil,0.00724
presidente,5,perfil,0.00724
salud,5,perfil,0.00724
senado,5,perfil,0.00724
Plata,10,clarin,0.00714
alineación,10,clarin,0.00714
justicia,5,telam,0.00708
grado,5,telam,0.00708
Colombia,5,telam,0.00708
Abierto,5,telam,0.00708
Pfizer,5,telam,0.00708
Boca,5,telam,0.00708
final,5,telam,0.00708
Israel,5,telam,0.00708
presencialidad,5,telam,0.00708
juicio,5,telam,0.00708
voto,5,telam,0.00708
inicio,5,telam,0.00708
diálogo,5,telam,0.00708
mayores,5,telam,0.00708
ONU,5,telam,0.00708
expresidente,5,telam,0.00708
ingreso,5,telam,0.00708
hombre,5,telam,0.00708
ciudad,5,telam,0.00708
Ciudad,5,telam,0.00708
crédito,5,telam,0.00708
amor,5,telam,0.00708
protestas,5,telam,0.00708
Estados,5,telam,0.00708
clase,74,popular,0.00698
Italia,35,lanacion,0.00697
futbol,94,infobae,0.00694
Australia,94,infobae,0.00694
martes,73,popular,0.00689
Carlos Menem,73,popular,0.00689
inicio,5,ambito,0.00686
Alberto,5,ambito,0.00686
mayores,5,ambito,0.00686
ley,5,ambito,0.00686
refuerzo,5,ambito,0.00686
paritaria,5,ambito,0.00686
Wall Street,5,ambito,0.00686
PJ,5,ambito,0.00686
Abierto,5,ambito,0.00686
pronóstico,5,ambito,0.00686
FMI,5,ambito,0.00686
contrato,5,ambito,0.00686
director,5,ambito,0.00686
efecto,5,ambito,0.00686
casa,5,ambito,0.00686
red,5,ambito,0.00686
justicia,5,ambito,0.00686
docente,5,ambito,0.00686
clima,5,ambito,0.00686
deporte,5,ambito,0.00686
Kicillof,5,ambito,0.00686
Barcelona,5,paginadoce,0.00683
riesgo,5,paginadoce,0.00683
Carla Vizzotti,5,paginadoce,0.00683
respuesta,5,paginadoce,0.00683
foto,5,paginadoce,0.00683
futbol,5,paginadoce,0.00683
Australia,5,paginadoce,0.00683
turno,5,paginadoce,0.00683
CABA,5,paginadoce,0.00683
Italia,5,paginadoce,0.00683
clave,5,paginadoce,0.00683
Novak Djokovic,72,popular,0.0068
medio,72,popular,0.0068
marihuana,72,popular,0.0068
efeméride,7,todonoticias,0.0068
Plata,7,todonoticias,0.0068
vuelta,7,todonoticias,0.0068
Copa,7,todonoticias,0.0068
cambio,7,todonoticias,0.0068
mano,7,todonoticias,0.0068
clave,7,todonoticias,0.0068
Apple,7,todonoticias,0.0068
debut,7,todonoticias,0.0068
premio,7,todonoticias,0.0068
relación,7,todonoticias,0.0068
chico,7,todonoticias,0.0068
Liverpool,71,popular,0.0067
Nicolás Blandi,71,popular,0.0067
incorporación,71,popular,0.0067
Mar,71,popular,0.0067
UTE,71,popular,0.0067
Sebastián Beccacece,71,popular,0.0067
planta,71,popular,0.0067
Julio César Falcioni,71,popular,0.0067
práctica,71,popular,0.0067
José Paradela,71,popular,0.0067
PSG,71,popular,0.0067
Miguel Brizuela,71,popular,0.0067
corriente,71,popular,0.0067
gana,71,popular,0.0067
Millonario,71,popular,0.0067
Thiago Almada,71,popular,0.0067
palo,71,popular,0.0067
semifinal,71,popular,0.0067
Rafael Nadal,71,popular,0.0067
Andrés Román,71,popular,0.0067
adiós,71,popular,0.0067
Copetti,71,popular,0.0067
Tagliamonte,71,popular,0.0067
estadio,71,popular,0.0067
calamar,71,popular,0.0067
entrenador,71,popular,0.0067
Luis Ojeda,71,popular,0.0067
lucha,71,popular,0.0067
Emiliano Vecchio,71,popular,0.0067
NBA,71,popular,0.0067
Leopoldo Jacinto Luque,70,popular,0.00661
Platense,70,popular,0.00661
expresidente,70,popular,0.00661
renovado,70,popular,0.00661
Zona B,70,popular,0.00661
Lanús,70,popular,0.00661
Independiente,70,popular,0.00661
Argentinos,70,popular,0.00661
Fe,33,lanacion,0.00657
resultado,33,lanacion,0.00657
alquiler,9,clarin,0.00643
vacunatorio,9,clarin,0.00643
mensaje,9,clarin,0.00643
película,9,clarin,0.00643
aumento,9,clarin,0.00643
cambio,9,clarin,0.00643
auto,9,clarin,0.00643
Valentín,9,clarin,0.00643
escándalo,9,clarin,0.00643
serie,9,clarin,0.00643
medio,9,clarin,0.00643
regreso,9,clarin,0.00643
gobierno,84,infobae,0.0062
miércoles,31,lanacion,0.00617
lunes,30,lanacion,0.00597
looks,6,todonoticias,0.00583
Diego Maradona,6,todonoticias,0.00583
minuto,6,todonoticias,0.00583
violencia,6,todonoticias,0.00583
búsqueda,6,todonoticias,0.00583
FMI,6,todonoticias,0.00583
ministro,6,todonoticias,0.00583
Liga,6,todonoticias,0.00583
Martín Guzmán,6,todonoticias,0.00583
Ganancias,6,todonoticias,0.00583
Mar,6,todonoticias,0.00583
Consejo,6,todonoticias,0.00583
disco,6,todonoticias,0.00583
Marte,6,todonoticias,0.00583
cuerpo,6,todonoticias,0.00583
mesa,6,todonoticias,0.00583
nene,6,todonoticias,0.00583
rapero,6,todonoticias,0.00583
escuela,6,todonoticias,0.00583
Carnaval,4,perfil,0.00579
chico,4,perfil,0.00579
aumento,4,perfil,0.00579
guerra,4,perfil,0.00579
historia,4,perfil,0.00579
gol,4,perfil,0.00579
escuela,4,perfil,0.00579
adiós,4,perfil,0.00579
violencia,4,perfil,0.00579
provincia,4,perfil,0.00579
Trump,4,perfil,0.00579
Congreso,4,perfil,0.00579
amor,4,perfil,0.00579
clave,4,perfil,0.00579
marcha,4,perfil,0.00579
refuerzo,4,perfil,0.00579
Plata,4,perfil,0.00579
modelo,4,perfil,0.00579
Maradona,4,perfil,0.00579
fin,4,perfil,0.00579
Gallardo,4,perfil,0.00579
esperanza,4,perfil,0.00579
EEUU,4,perfil,0.00579
Ginés González García,4,perfil,0.00579
Covid,4,perfil,0.00579
Perú,4,perfil,0.00579
banco,4,perfil,0.00579
comercio,4,perfil,0.00579
salario,4,perfil,0.00579
Vacunatorio VIP,4,perfil,0.00579
momento,4,perfil,0.00579
alquiler,4,perfil,0.00579
carnaval,4,perfil,0.00579
policía,4,perfil,0.00579
presencialidad,4,perfil,0.00579
alza,4,perfil,0.00579
transporte,4,perfil,0.00579
política,4,perfil,0.00579
ciudad,4,perfil,0.00579
Buenos Aires,4,perfil,0.00579
menem,4,perfil,0.00579
NASA,4,perfil,0.00579
Villa,29,lanacion,0.00577
paso,8,clarin,0.00571
Marte,8,clarin,0.00571
robo,8,clarin,0.00571
escuela,8,clarin,0.00571
Dólar,8,clarin,0.00571
FMI,8,clarin,0.00571
Sputnik,8,clarin,0.00571
red,8,clarin,0.00571
pareja,8,clarin,0.00571
Fútbol,8,clarin,0.00571
Corte,8,clarin,0.00571
provincia,8,clarin,0.00571
clave,8,clarin,0.00571
violencia,8,clarin,0.00571
reforma,4,telam,0.00567
libro,4,telam,0.00567
pandemia,4,telam,0.00567
lluvia,4,telam,0.00567
príncipe,4,telam,0.00567
falta,4,telam,0.00567
México,4,telam,0.00567
canción,4,telam,0.00567
clave,4,telam,0.00567
crimen,4,telam,0.00567
Ecuador,4,telam,0.00567
dni,4,telam,0.00567
trabajador,4,telam,0.00567
paro,4,telam,0.00567
encarcelamiento,4,telam,0.00567
Fernández,4,telam,0.00567
FMI,4,telam,0.00567
senado,4,telam,0.00567
Madrid,4,telam,0.00567
joven,4,telam,0.00567
autor,4,telam,0.00567
juez,4,telam,0.00567
Venezuela,4,telam,0.00567
víctima,4,telam,0.00567
género,4,telam,0.00567
programa,4,telam,0.00567
paritaria,4,telam,0.00567
esperanza,4,telam,0.00567
autoridad,4,telam,0.00567
Reino,4,telam,0.00567
búsqueda,4,telam,0.00567
mujer,4,telam,0.00567
expareja,4,telam,0.00567
ciencia,4,telam,0.00567
salario,4,telam,0.00567
Río Tercero,4,telam,0.00567
Bolsón,4,telam,0.00567
hermano,4,telam,0.00567
millón,4,telam,0.00567
duelo,4,telam,0.00567
Perú,4,telam,0.00567
casa,4,telam,0.00567
llegada,4,telam,0.00567
Chile,4,telam,0.00567
Ivana Módica,4,telam,0.00567
escándalo,4,telam,0.00567
Newells,59,popular,0.00557
desabastecimiento,4,ambito,0.00549
despedida,4,ambito,0.00549
Carnaval,4,ambito,0.00549
rumbo,4,ambito,0.00549
WhatsApp,4,ambito,0.00549
salario,4,ambito,0.00549
producción,4,ambito,0.00549
petróleo,4,ambito,0.00549
senado,4,ambito,0.00549
marzo,4,ambito,0.00549
lista,4,ambito,0.00549
ayuda,4,ambito,0.00549
OMS,4,ambito,0.00549
viernes,4,ambito,0.00549
estrategia,4,ambito,0.00549
producto,4,ambito,0.00549
AFIP,4,ambito,0.00549
Netflix,4,ambito,0.00549
Congreso,4,ambito,0.00549
juez,4,ambito,0.00549
defensa,4,ambito,0.00549
Israel,4,ambito,0.00549
Guzmán,4,ambito,0.00549
medio,4,ambito,0.00549
diálogo,4,ambito,0.00549
consumo,4,ambito,0.00549
brote,4,ambito,0.00549
bono,4,ambito,0.00549
bolsa,4,ambito,0.00549
barrera,4,ambito,0.00549
construcción,4,ambito,0.00549
Lanús,4,ambito,0.00549
productor,4,ambito,0.00549
Trump,4,ambito,0.00549
triunfo,4,ambito,0.00549
horario,4,ambito,0.00549
mensaje,4,ambito,0.00549
gobernador,4,ambito,0.00549
formación,4,ambito,0.00549
fin,4,ambito,0.00549
Reino,4,ambito,0.00549
economía,4,ambito,0.00549
Barcelona,4,ambito,0.00549
España,4,ambito,0.00549
futbol,4,ambito,0.00549
alquiler,4,ambito,0.00549
jueves,4,ambito,0.00549
Ivana Módica,4,ambito,0.00549
mujer,4,ambito,0.00549
miércoles,4,ambito,0.00549
Gallardo,4,paginadoce,0.00546
dosis,4,paginadoce,0.00546
búsqueda,4,paginadoce,0.00546
noche,4,paginadoce,0.00546
Aldosivi,4,paginadoce,0.00546
DAIA,4,paginadoce,0.00546
legado,4,paginadoce,0.00546
imagen,4,paginadoce,0.00546
plan,4,paginadoce,0.00546
femicidio,4,paginadoce,0.00546
Día,4,paginadoce,0.00546
diputado,4,paginadoce,0.00546
presidente,4,paginadoce,0.00546
serie,4,paginadoce,0.00546
acuerdo,4,paginadoce,0.00546
violencia,4,paginadoce,0.00546
justicia,4,paginadoce,0.00546
Consejo,4,paginadoce,0.00546
regreso,4,paginadoce,0.00546
carnaval,4,paginadoce,0.00546
agenda,4,paginadoce,0.00546
jueves,27,lanacion,0.00537
viernes,27,lanacion,0.00537
Fecha,68,infobae,0.00502
dirigente,7,clarin,0.005
crisis,7,clarin,0.005
acuerdo,7,clarin,0.005
jugador,7,clarin,0.005
Consejo,7,clarin,0.005
Mar,7,clarin,0.005
chico,7,clarin,0.005
causa,7,clarin,0.005
Google,7,clarin,0.005
Madrid,7,clarin,0.005
foto,7,clarin,0.005
Justicia,7,clarin,0.005
Covid,7,clarin,0.005
riesgo,7,clarin,0.005
poder,7,clarin,0.005
EE UU,7,clarin,0.005
Estados,7,clarin,0.005
Ivana Módica,7,clarin,0.005
juicio,7,clarin,0.005
Maradona,7,clarin,0.005
dosis,7,clarin,0.005
Cristina Kirchner,7,clarin,0.005
Perseverance,7,clarin,0.005
joven,7,clarin,0.005
