palabra,freq,diario,por_noticia
hijo,432,todonoticias,0.41983
presidente,296,telam,0.41926
Nación,2093,lanacion,0.41652
club,4408,popular,0.41601
peso,4406,popular,0.41582
minuto,4384,popular,0.41374
cargo,20,diariodeleuco,0.4
infectar,1997,lanacion,0.39741
mts,4171,popular,0.39364
apuesta,4171,popular,0.39364
Carrera,4171,popular,0.39364
Máximo,19,diariodeleuco,0.38
Corte,19,diariodeleuco,0.38
Salud,19,diariodeleuco,0.38
reporte,1900,lanacion,0.37811
vacuna,274,ambito,0.37586
gobierno,271,ambito,0.37174
partido,515,clarin,0.36786
partícula,4912,infobae,0.36246
interior,4908,infobae,0.36216
vacuna,250,perfil,0.36179
contaminante,4884,infobae,0.36039
pellet,4884,infobae,0.36039
justicia,18,diariodeleuco,0.36
causa,117,eldestape,0.3578
incorporación,3787,popular,0.3574
momento,359,todonoticias,0.34888
semana,114,eldestape,0.34862
dólar,251,ambito,0.34431
mujer,351,todonoticias,0.34111
palabra,17,diariodeleuco,0.34
Pata,17,diariodeleuco,0.34
Medina,17,diariodeleuco,0.34
juez,111,eldestape,0.33945
Argentina,234,perfil,0.33864
México,4569,infobae,0.33715
violencia,244,paginadoce,0.33333
desvinculación,3510,popular,0.33126
escuela,232,telam,0.32861
marzo,4376,infobae,0.3229
agosto,16,diariodeleuco,0.32
February,16,diariodeleuco,0.32
escuela,16,diariodeleuco,0.32
Argentina,16,diariodeleuco,0.32
riesgo,16,diariodeleuco,0.32
funcionario,16,diariodeleuco,0.32
aumento,102,eldestape,0.31193
fuente,4222,infobae,0.31154
control,4160,infobae,0.30697
transporte,4135,infobae,0.30512
calidad,4119,infobae,0.30394
automóvil,4107,infobae,0.30305
anillo,4104,infobae,0.30283
precio,209,perfil,0.30246
carrera,3202,popular,0.30219
prohibición,4083,infobae,0.30128
diámetro,4070,infobae,0.30032
motocicleta,4070,infobae,0.30032
chico,15,diariodeleuco,0.3
ley,15,diariodeleuco,0.3
investigación,15,diariodeleuco,0.3
dirigente,15,diariodeleuco,0.3
Menem,207,perfil,0.29957
gobierno,4056,infobae,0.29929
segundo,3162,popular,0.29841
hijo,415,clarin,0.29643
semana,209,telam,0.29603
inflación,96,eldestape,0.29358
partido,302,todonoticias,0.29349
pandemia,207,telam,0.2932
presidente,300,todonoticias,0.29155
dosis,205,telam,0.29037
precio,405,clarin,0.28929
precio,210,ambito,0.28807
Macri,93,eldestape,0.2844
Argentina,398,clarin,0.28429
TERCERO,3005,popular,0.2836
medio,92,eldestape,0.28135
tema,14,diariodeleuco,0.28
Milagro Sala,14,diariodeleuco,0.28
renuncia,14,diariodeleuco,0.28
pase,14,diariodeleuco,0.28
diario,14,diariodeleuco,0.28
Jorge,14,diariodeleuco,0.28
Uso,3777,infobae,0.2787
Leña,3775,infobae,0.27856
coronavirus,196,telam,0.27762
punto,3689,infobae,0.27221
Boca,87,eldestape,0.26606
momento,183,perfil,0.26483
cansancio,1325,lanacion,0.26368
presidente,191,ambito,0.262
Ministerio,13,diariodeleuco,0.26
indulto,13,diariodeleuco,0.26
Kirchner,13,diariodeleuco,0.26
Justicia,13,diariodeleuco,0.26
Argentina,85,eldestape,0.25994
zona,3502,infobae,0.25841
ministro,182,telam,0.25779
sector,84,eldestape,0.25688
escuela,188,paginadoce,0.25683
ministro,187,paginadoce,0.25546
mujer,352,clarin,0.25143
contrato,2663,popular,0.25132
provincia,82,eldestape,0.25076
semana,182,ambito,0.24966
Ciudad,1254,lanacion,0.24955
jugador,2634,popular,0.24858
vacunación,348,clarin,0.24857
yegua,2611,popular,0.24641
alimento,80,eldestape,0.24465
política,80,eldestape,0.24465
precio,250,todonoticias,0.24295
casa,248,todonoticias,0.24101
Motos,3265,infobae,0.24092
Américo Vespucio,3265,infobae,0.24092
Anillo A Vespucio,3265,infobae,0.24092
momento,337,clarin,0.24071
flota,12,diariodeleuco,0.24
peso,12,diariodeleuco,0.24
cuarentena,12,diariodeleuco,0.24
cosa,12,diariodeleuco,0.24
fiscal,12,diariodeleuco,0.24
condena,12,diariodeleuco,0.24
padre,12,diariodeleuco,0.24
poder,12,diariodeleuco,0.24
jubilación,12,diariodeleuco,0.24
prisión,12,diariodeleuco,0.24
noticiero,12,diariodeleuco,0.24
producto,78,eldestape,0.23853
historia,331,clarin,0.23643
ministro,77,eldestape,0.23547
Menem,242,todonoticias,0.23518
provincia,171,ambito,0.23457
dosis,326,clarin,0.23286
Buenos Aires,76,eldestape,0.23242
amor,238,todonoticias,0.23129
hijo,159,perfil,0.2301
pandemia,322,clarin,0.23
Boca,2431,popular,0.22943
dosis,75,eldestape,0.22936
contagio,3102,infobae,0.2289
fin,3100,infobae,0.22875
Estudiantes,2421,popular,0.22848
barrio,1143,lanacion,0.22746
red,234,todonoticias,0.22741
acuerdo,74,eldestape,0.2263
dólar,74,eldestape,0.2263
Menem,165,paginadoce,0.22541
juez,313,clarin,0.22357
pareja,230,todonoticias,0.22352
peso,72,eldestape,0.22018
Menem,308,clarin,0.22
Alberto,11,diariodeleuco,0.22
personal,11,diariodeleuco,0.22
Independiente,11,diariodeleuco,0.22
salud,11,diariodeleuco,0.22
trámite,11,diariodeleuco,0.22
juicio,11,diariodeleuco,0.22
momento,11,diariodeleuco,0.22
verdad,11,diariodeleuco,0.22
mes,160,ambito,0.21948
mujer,154,telam,0.21813
Prohibición,2955,infobae,0.21805
febrero,2953,infobae,0.2179
partido,158,paginadoce,0.21585
entrenador,2280,popular,0.21518
casa,300,clarin,0.21429
juez,156,paginadoce,0.21311
provincia,150,telam,0.21246
semana,154,paginadoce,0.21038
policía,154,paginadoce,0.21038
plantel,2222,popular,0.2097
febrero,2190,popular,0.20668
escuela,285,clarin,0.20357
pandemia,148,paginadoce,0.20219
mes,283,clarin,0.20214
familia,207,todonoticias,0.20117
salud,2718,infobae,0.20056
mdash,10,diariodeleuco,0.2
Geuna,10,diariodeleuco,0.2
autoridad,10,diariodeleuco,0.2
delito,10,diariodeleuco,0.2
democracia,10,diariodeleuco,0.2
Telenoche,10,diariodeleuco,0.2
provincia,10,diariodeleuco,0.2
programa,10,diariodeleuco,0.2
libertad,10,diariodeleuco,0.2
Leuco,10,diariodeleuco,0.2
mercado,145,ambito,0.1989
escuela,65,eldestape,0.19878
ministro,278,clarin,0.19857
futbol,137,perfil,0.19826
River,204,todonoticias,0.19825
semana,204,todonoticias,0.19825
estadio,2096,popular,0.19781
club,136,perfil,0.19682
momento,64,eldestape,0.19572
Quemas,2640,infobae,0.19481
this,200,todonoticias,0.19436
lugar,271,clarin,0.19357
situación,63,eldestape,0.19266
género,141,paginadoce,0.19262
encuentro,2039,popular,0.19243
ciudad,2038,popular,0.19234
contaminación,2601,infobae,0.19193
vacunación,197,todonoticias,0.19145
clase,135,telam,0.19122
delantero,2025,popular,0.19111
mujer,62,eldestape,0.1896
post,195,todonoticias,0.1895
View,194,todonoticias,0.18853
política,130,perfil,0.18813
caballo,1985,popular,0.18733
pandemia,128,perfil,0.18524
Argentina,135,ambito,0.18519
Argentina,190,todonoticias,0.18465
ciudad,130,telam,0.18414
medio,127,perfil,0.18379
mes,60,eldestape,0.18349
sector,132,paginadoce,0.18033
leuco,9,diariodeleuco,0.18
organismo,9,diariodeleuco,0.18
hecho,9,diariodeleuco,0.18
Carlos Menem,9,diariodeleuco,0.18
situación,9,diariodeleuco,0.18
dinero,9,diariodeleuco,0.18
mayoría,9,diariodeleuco,0.18
trabajador,9,diariodeleuco,0.18
Radio Mitre,9,diariodeleuco,0.18
vicepresidente,9,diariodeleuco,0.18
mes,9,diariodeleuco,0.18
comisión,9,diariodeleuco,0.18
pandemia,9,diariodeleuco,0.18
hijo,127,telam,0.17989
denuncia,131,paginadoce,0.17896
Lorenzo,1895,popular,0.17884
semana,123,perfil,0.178
mes,183,todonoticias,0.17784
violencia,58,eldestape,0.17737
coronavirus,182,todonoticias,0.17687
club,182,todonoticias,0.17687
sector,122,perfil,0.17656
historia,129,paginadoce,0.17623
pelota,1859,popular,0.17544
jugador,57,eldestape,0.17431
Ciudad,57,eldestape,0.17431
docente,123,telam,0.17422
partido,123,telam,0.17422
inflación,120,perfil,0.17366
familia,243,clarin,0.17357
jugador,242,clarin,0.17286
policía,122,telam,0.1728
dólar,119,perfil,0.17221
clase,56,eldestape,0.17125
proyecto,56,eldestape,0.17125
alumno,120,telam,0.16997
fiscal,124,paginadoce,0.1694
hombre,174,todonoticias,0.1691
docente,55,eldestape,0.1682
provincia,123,paginadoce,0.16803
ministro,116,perfil,0.16787
partido,116,perfil,0.16787
Argentina,122,paginadoce,0.16667
coronavirus,233,clarin,0.16643
febrero,171,todonoticias,0.16618
video,171,todonoticias,0.16618
Argentina,117,telam,0.16572
lugar,170,todonoticias,0.16521
Consejo,54,eldestape,0.16514
vacunación,54,eldestape,0.16514
gobierno,829,lanacion,0.16498
acuerdo,120,ambito,0.16461
actor,169,todonoticias,0.16424
nivel,2217,infobae,0.16359
virus,229,clarin,0.16357
proyecto,113,perfil,0.16353
partido,53,eldestape,0.16208
varón,53,eldestape,0.16208
mercado,226,clarin,0.16143
ministro,166,todonoticias,0.16132
vacunación,117,ambito,0.16049
Néstor,8,diariodeleuco,0.16
estudiante,8,diariodeleuco,0.16
Milagro,8,diariodeleuco,0.16
club,8,diariodeleuco,0.16
Casación,8,diariodeleuco,0.16
realidad,8,diariodeleuco,0.16
conductor,8,diariodeleuco,0.16
Alfredo Leuco,8,diariodeleuco,0.16
Magistratura,8,diariodeleuco,0.16
milagro,8,diariodeleuco,0.16
Moyano,8,diariodeleuco,0.16
Consejo,8,diariodeleuco,0.16
Alberto Fernández,8,diariodeleuco,0.16
dosis,8,diariodeleuco,0.16
lugar,8,diariodeleuco,0.16
gobernador,8,diariodeleuco,0.16
impunidad,8,diariodeleuco,0.16
causa,117,paginadoce,0.15984
gas,2158,infobae,0.15924
mujer,110,perfil,0.15919
embed,1683,popular,0.15883
Salud,112,telam,0.15864
semana,222,clarin,0.15857
mes,116,paginadoce,0.15847
clase,109,perfil,0.15774
causa,220,clarin,0.15714
proyecto,110,telam,0.15581
chico,218,clarin,0.15571
Salud,159,todonoticias,0.15452
violencia,109,telam,0.15439
PASE,1627,popular,0.15355
casa,112,paginadoce,0.15301
economía,50,eldestape,0.15291
película,214,clarin,0.15286
Buenos Aires,111,ambito,0.15226
cargo,1599,popular,0.15091
dólar,155,todonoticias,0.15063
final,154,todonoticias,0.14966
dosis,154,todonoticias,0.14966
vacunación,105,telam,0.14873
Estados,207,clarin,0.14786
pandemia,152,todonoticias,0.14772
Chile,1565,popular,0.1477
escuela,102,perfil,0.14761
ciudad,206,clarin,0.14714
enero,48,eldestape,0.14679
pandemia,48,eldestape,0.14679
derecho,48,eldestape,0.14679
club,48,eldestape,0.14679
hijo,107,paginadoce,0.14617
gente,101,perfil,0.14616
vacunación,101,perfil,0.14616
causa,103,telam,0.14589
Salud,203,clarin,0.145
vacunación,106,paginadoce,0.14481
Estados,102,telam,0.14448
Menem,47,eldestape,0.14373
salud,47,eldestape,0.14373
club,105,paginadoce,0.14344
salud,101,telam,0.14306
Boca,147,todonoticias,0.14286
February,100,telam,0.14164
febrero,198,clarin,0.14143
uso,1916,infobae,0.14138
relación,145,todonoticias,0.14091
febrero,46,eldestape,0.14067
coronavirus,46,eldestape,0.14067
mes,97,perfil,0.14038
foto,1901,infobae,0.14027
Enrique,1485,popular,0.14015
don,7,diariodeleuco,0.14
anillo,7,diariodeleuco,0.14
Formosa,7,diariodeleuco,0.14
madre,7,diariodeleuco,0.14
Alfredo,7,diariodeleuco,0.14
Pata Medina,7,diariodeleuco,0.14
oficialismo,7,diariodeleuco,0.14
política,7,diariodeleuco,0.14
protocolo,7,diariodeleuco,0.14
CCK,7,diariodeleuco,0.14
magistrado,7,diariodeleuco,0.14
amnistía,7,diariodeleuco,0.14
familia,7,diariodeleuco,0.14
mujer,7,diariodeleuco,0.14
Lomas,7,diariodeleuco,0.14
población,7,diariodeleuco,0.14
sector,7,diariodeleuco,0.14
diciembre,7,diariodeleuco,0.14
Menem,102,ambito,0.13992
Pereyra,1476,popular,0.1393
River,96,perfil,0.13893
femicidio,98,telam,0.13881
familia,101,paginadoce,0.13798
Alberto Fernández,95,perfil,0.13748
Ciudad,141,todonoticias,0.13703
arquero,1449,popular,0.13675
cuerpo,100,paginadoce,0.13661
dólar,100,paginadoce,0.13661
lugar,100,paginadoce,0.13661
dosis,100,paginadoce,0.13661
obra,191,clarin,0.13643
temporada,1445,popular,0.13637
Carlos Menem,140,todonoticias,0.13605
sector,96,telam,0.13598
Buenos Aires,190,clarin,0.13571
fecha,1435,popular,0.13543
Independiente,1435,popular,0.13543
política,99,paginadoce,0.13525
libro,99,paginadoce,0.13525
policía,139,todonoticias,0.13508
espionaje,44,eldestape,0.13456
Ministerio,44,eldestape,0.13456
chico,44,eldestape,0.13456
sistema,44,eldestape,0.13456
pandemia,98,ambito,0.13443
punto,1422,popular,0.1342
femicidio,98,paginadoce,0.13388
cosa,92,perfil,0.13314
obra,97,paginadoce,0.13251
INC,1404,popular,0.1325
área,1402,popular,0.13231
victoria,1396,popular,0.13175
ministro,96,ambito,0.13169
pozo,1393,popular,0.13146
préstamo,1392,popular,0.13137
hijo,658,lanacion,0.13095
futbolista,1385,popular,0.13071
nivel,90,perfil,0.13025
muerte,95,paginadoce,0.12978
viento,650,lanacion,0.12935
incremento,42,eldestape,0.12844
género,42,eldestape,0.12844
cargo,42,eldestape,0.12844
proyecto,94,paginadoce,0.12842
pase,1358,popular,0.12816
sector,93,ambito,0.12757
partido,93,ambito,0.12757
dosis,93,ambito,0.12757
Sergio Lapegüe,641,lanacion,0.12756
jugador,88,perfil,0.12735
Salud,93,paginadoce,0.12705
marzo,89,telam,0.12606
miércoles,89,telam,0.12606
programa,89,telam,0.12606
juez,89,telam,0.12606
causa,87,perfil,0.1259
libro,176,clarin,0.12571
final,92,paginadoce,0.12568
bono,91,ambito,0.12483
obra,88,telam,0.12465
aire,1688,infobae,0.12456
precio,91,paginadoce,0.12432
docente,91,paginadoce,0.12432
momento,91,paginadoce,0.12432
funcionario,174,clarin,0.12429
Buenos Aires,127,todonoticias,0.12342
historia,127,todonoticias,0.12342
contrato,127,todonoticias,0.12342
clase,90,paginadoce,0.12295
gente,90,paginadoce,0.12295
muerte,126,todonoticias,0.12245
mensaje,126,todonoticias,0.12245
parque,40,eldestape,0.12232
producción,40,eldestape,0.12232
diputado,40,eldestape,0.12232
enfermedad,40,eldestape,0.12232
edad,1291,popular,0.12184
Buenos Aires,86,telam,0.12181
Consejo,86,telam,0.12181
vacuna,612,lanacion,0.12179
jugador,89,paginadoce,0.12158
padre,84,perfil,0.12156
jugador,125,todonoticias,0.12148
salud,83,perfil,0.12012
provincia,83,perfil,0.12012
compañía,83,perfil,0.12012
director,6,diariodeleuco,0.12
PRO,6,diariodeleuco,0.12
extorsión,6,diariodeleuco,0.12
semana,6,diariodeleuco,0.12
mentira,6,diariodeleuco,0.12
Ciudad,6,diariodeleuco,0.12
hospital,6,diariodeleuco,0.12
legislador,6,diariodeleuco,0.12
resolución,6,diariodeleuco,0.12
Chivilcoy,6,diariodeleuco,0.12
domicilio,6,diariodeleuco,0.12
Educación,6,diariodeleuco,0.12
joven,6,diariodeleuco,0.12
lavado,6,diariodeleuco,0.12
gente,6,diariodeleuco,0.12
Modalidad,6,diariodeleuco,0.12
policía,6,diariodeleuco,0.12
historia,6,diariodeleuco,0.12
Nivel,6,diariodeleuco,0.12
lista,6,diariodeleuco,0.12
muerte,6,diariodeleuco,0.12
Anses,6,diariodeleuco,0.12
gestión,6,diariodeleuco,0.12
marzo,6,diariodeleuco,0.12
pareja,6,diariodeleuco,0.12
establecimiento,1619,infobae,0.11947
producción,87,ambito,0.11934
riesgo,39,eldestape,0.11927
Hornos,39,eldestape,0.11927
falta,39,eldestape,0.11927
acuerdo,84,telam,0.11898
Mariano Iúdica,595,lanacion,0.11841
Horacio Cabak,595,lanacion,0.11841
concentración,1604,infobae,0.11836
cartera,592,lanacion,0.11781
dólar,1596,infobae,0.11777
amigo,121,todonoticias,0.11759
género,83,telam,0.11756
viernes,83,telam,0.11756
derecho,86,paginadoce,0.11749
Buenos Aires,81,perfil,0.11722
provincia,164,clarin,0.11714
tiraje,1584,infobae,0.11688
empate,1236,popular,0.11665
enero,85,ambito,0.1166
club,163,clarin,0.11643
sistema,163,clarin,0.11643
Justicia,38,eldestape,0.11621
relación,38,eldestape,0.11621
producción,82,telam,0.11615
casa,80,perfil,0.11577
funcionario,80,perfil,0.11577
proyecto,161,clarin,0.115
sistema,84,paginadoce,0.11475
acuerdo,84,paginadoce,0.11475
Colombia,1215,popular,0.11467
canción,118,todonoticias,0.11467
Salud,79,perfil,0.11433
acuerdo,160,clarin,0.11429
hijo,1207,popular,0.11391
modelo,117,todonoticias,0.1137
contrato,83,paginadoce,0.11339
diciembre,37,eldestape,0.11315
Salud,37,eldestape,0.11315
serie,37,eldestape,0.11315
productor,37,eldestape,0.11315
música,158,clarin,0.11286
provincia,116,todonoticias,0.11273
final,157,clarin,0.11214
mes,79,telam,0.1119
expresidente,115,todonoticias,0.11176
triunfo,1174,popular,0.1108
manera,78,telam,0.11048
River,36,eldestape,0.11009
sala,36,eldestape,0.11009
muerte,36,eldestape,0.11009
inflación,80,ambito,0.10974
nivel,80,ambito,0.10974
fin,1161,popular,0.10957
febrero,77,telam,0.10907
presidente,547,lanacion,0.10886
Carlos Menem,75,perfil,0.10854
momento,545,lanacion,0.10846
Salud,79,ambito,0.10837
Buenos Aires,79,paginadoce,0.10792
cosa,79,paginadoce,0.10792
Angiolo,1143,popular,0.10787
estadio,111,todonoticias,0.10787
zona,151,clarin,0.10786
actor,151,clarin,0.10786
través,76,telam,0.10765
gobernador,76,telam,0.10765
inflación,150,clarin,0.10714
problema,35,eldestape,0.10703
reunión,35,eldestape,0.10703
Huracán,1134,popular,0.10702
funcionario,78,ambito,0.107
artista,110,todonoticias,0.1069
artista,1130,popular,0.10664
viernes,78,paginadoce,0.10656
medio,149,clarin,0.10643
punto,149,clarin,0.10643
elección,149,clarin,0.10643
fuente,75,telam,0.10623
economía,75,telam,0.10623
River,1124,popular,0.10608
grado,532,lanacion,0.10587
producción,148,clarin,0.10571
febrero,77,ambito,0.10562
clima,528,lanacion,0.10507
Pampita Ardohain,528,lanacion,0.10507
presencialidad,74,telam,0.10482
velocidad,525,lanacion,0.10448
contrato,146,clarin,0.10429
presencia,1413,infobae,0.10427
cambio,76,ambito,0.10425
momento,76,ambito,0.10425
ley,145,clarin,0.10357
trabajador,73,telam,0.1034
punto,73,telam,0.1034
casa,73,telam,0.1034
lluvia,519,lanacion,0.10328
dólar,1094,popular,0.10325
ciudad,106,todonoticias,0.10301
Ciudad,75,ambito,0.10288
normas,1393,infobae,0.10279
hombre,75,paginadoce,0.10246
ASEGURADO,1083,popular,0.10221
juego,143,clarin,0.10214
mp10,1383,infobae,0.10205
padre,105,todonoticias,0.10204
punto,74,ambito,0.10151
poder,70,perfil,0.1013
economía,74,paginadoce,0.10109
programa,104,todonoticias,0.10107
juego,104,todonoticias,0.10107
mandatario,33,eldestape,0.10092
dirigente,33,eldestape,0.10092
justicia,33,eldestape,0.10092
Comodoro Py,33,eldestape,0.10092
familia,33,eldestape,0.10092
Ministerio,71,telam,0.10057
club,71,telam,0.10057
fiscal,71,telam,0.10057
sistema,73,ambito,0.10014
moda,103,todonoticias,0.1001
zona,103,todonoticias,0.1001
joven,103,todonoticias,0.1001
enfermedad,140,clarin,0.1
US,140,clarin,0.1
acuerdo,5,diariodeleuco,0.1
avión,5,diariodeleuco,0.1
valor,5,diariodeleuco,0.1
instrumento,5,diariodeleuco,0.1
espionaje,5,diariodeleuco,0.1
contagio,5,diariodeleuco,0.1
casa,5,diariodeleuco,0.1
Ginés,5,diariodeleuco,0.1
Palabra,5,diariodeleuco,0.1
escritor,5,diariodeleuco,0.1
Ciclo,5,diariodeleuco,0.1
socio,5,diariodeleuco,0.1
Región,5,diariodeleuco,0.1
gremio,5,diariodeleuco,0.1
responsabilidad,5,diariodeleuco,0.1
foto,5,diariodeleuco,0.1
Zamora,5,diariodeleuco,0.1
vip,5,diariodeleuco,0.1
señor,5,diariodeleuco,0.1
amenaza,5,diariodeleuco,0.1
nivel,5,diariodeleuco,0.1
jornada,5,diariodeleuco,0.1
cómplice,5,diariodeleuco,0.1
clase,5,diariodeleuco,0.1
precio,499,lanacion,0.0993
cambio,139,clarin,0.09929
Menem,70,telam,0.09915
sistema,70,telam,0.09915
chico,70,telam,0.09915
padre,138,clarin,0.09857
February,68,perfil,0.09841
Australia,101,todonoticias,0.09815
futbol,101,todonoticias,0.09815
proceso,32,eldestape,0.09786
empresario,32,eldestape,0.09786
Córdoba,32,eldestape,0.09786
lugar,69,telam,0.09773
serie,69,telam,0.09773
momento,69,telam,0.09773
producto,71,ambito,0.09739
dosis,1318,infobae,0.09726
chico,71,paginadoce,0.09699
candidato,71,paginadoce,0.09699
Rosario,71,paginadoce,0.09699
Carlos Menem,487,lanacion,0.09692
cpo,1026,popular,0.09683
kilómetro,486,lanacion,0.09672
actividad,70,ambito,0.09602
música,1017,popular,0.09598
relación,134,clarin,0.09571
cosa,134,clarin,0.09571
crisis,66,perfil,0.09551
aumento,66,perfil,0.09551
producto,66,perfil,0.09551
problema,66,perfil,0.09551
cielo,478,lanacion,0.09512
Ciudad,133,clarin,0.095
Destape,31,eldestape,0.0948
fin,31,eldestape,0.0948
Barcelona,31,eldestape,0.0948
opción,1000,popular,0.09438
River,132,clarin,0.09429
peso,69,paginadoce,0.09426
película,69,paginadoce,0.09426
medio,69,paginadoce,0.09426
seguridad,69,paginadoce,0.09426
revisión,998,popular,0.09419
Estados,65,perfil,0.09407
salud,96,todonoticias,0.09329
usuario,96,todonoticias,0.09329
diciembre,68,ambito,0.09328
ciudad,68,paginadoce,0.0929
riesgo,130,clarin,0.09286
pareja,130,clarin,0.09286
producto,130,clarin,0.09286
amigo,130,clarin,0.09286
cuenta,64,perfil,0.09262
gestión,64,perfil,0.09262
situación,95,todonoticias,0.09232
Alberto Fernández,95,todonoticias,0.09232
medio,95,todonoticias,0.09232
dólar,65,telam,0.09207
educación,65,telam,0.09207
fin,67,ambito,0.09191
Alberto Fernández,30,eldestape,0.09174
salario,30,eldestape,0.09174
femicidio,970,popular,0.09154
febrero,67,paginadoce,0.09153
situación,67,paginadoce,0.09153
fin,67,paginadoce,0.09153
fuerza,67,paginadoce,0.09153
minuto,94,todonoticias,0.09135
diario,94,todonoticias,0.09135
amigo,63,perfil,0.09117
relación,63,perfil,0.09117
lugar,63,perfil,0.09117
peso,63,perfil,0.09117
Consejo,63,perfil,0.09117
muerte,64,telam,0.09065
jugada,960,popular,0.0906
clase,93,todonoticias,0.09038
producto,66,paginadoce,0.09016
nivel,66,paginadoce,0.09016
campeón,126,clarin,0.09
minuto,126,clarin,0.09
vacunación,1218,infobae,0.08988
impuesto,62,perfil,0.08973
derecha,948,popular,0.08947
miércoles,1211,infobae,0.08936
policía,125,clarin,0.08929
protocolo,63,telam,0.08924
contrato,63,telam,0.08924
precio,63,telam,0.08924
final,63,telam,0.08924
medida,29,eldestape,0.08869
lugar,29,eldestape,0.08869
programa,29,eldestape,0.08869
futbolista,29,eldestape,0.08869
protocolo,29,eldestape,0.08869
estudiante,29,eldestape,0.08869
dato,124,clarin,0.08857
inflación,91,todonoticias,0.08844
diputado,61,perfil,0.08828
noche,443,lanacion,0.08816
domingo,932,popular,0.08796
clase,123,clarin,0.08786
niño,62,telam,0.08782
medida,64,ambito,0.08779
acuerdo,90,todonoticias,0.08746
cuenta,90,todonoticias,0.08746
cosa,90,todonoticias,0.08746
música,64,paginadoce,0.08743
artista,64,paginadoce,0.08743
Covid,122,clarin,0.08714
