palabra,freq,diario,por_noticia
auto,53,todonoticias,0.03276
Argentina,53,todonoticias,0.03276
coronavirus,21,telam,0.03201
vacuna,21,perfil,0.03139
Macri,11,eldestape,0.03073
Úrsula,11,eldestape,0.03073
muerte,11,eldestape,0.03073
Juan,118,lanacion,0.03013
gobierno,19,telam,0.02896
clase,19,perfil,0.0284
dólar,21,ambito,0.02793
femicidio,10,eldestape,0.02793
cotización,336,infobae,0.02792
Argentina,35,clarin,0.02762
coronavirus,19,paginadoce,0.02676
inflación,9,eldestape,0.02514
proyecto,9,eldestape,0.02514
presidente,16,telam,0.02439
previsión,293,infobae,0.02435
Atlético,177,popular,0.02323
precio,15,telam,0.02287
Australia,15,telam,0.02287
coronavirus,17,ambito,0.02261
precio,17,ambito,0.02261
Condición,270,infobae,0.02244
inflación,15,perfil,0.02242
retención,8,eldestape,0.02235
Alberto Fernández,8,eldestape,0.02235
Alberto Fernández,28,clarin,0.0221
Racing,165,popular,0.02165
femicidio,14,telam,0.02134
vuelta,16,ambito,0.02128
canje,16,ambito,0.02128
EEUU,248,infobae,0.02061
vacuna,247,infobae,0.02053
febrero,26,clarin,0.02052
YPF,15,ambito,0.01995
semana,13,telam,0.01982
Abierto,13,telam,0.01982
gobierno,25,clarin,0.01973
coronavirus,237,infobae,0.01969
Dólar,7,eldestape,0.01955
Alberto,7,eldestape,0.01955
clase,7,eldestape,0.01955
coronavirus,13,perfil,0.01943
Covid,13,perfil,0.01943
candidato,148,popular,0.01942
programa,148,popular,0.01942
COVID,233,infobae,0.01936
Plata,147,popular,0.01929
resultado,147,popular,0.01929
Números,147,popular,0.01929
recomendados,147,popular,0.01929
Diario,147,popular,0.01929
Isidro,147,popular,0.01929
muerte,230,infobae,0.01911
vacuna,24,clarin,0.01894
Rioja,74,lanacion,0.01889
Justicia,143,popular,0.01877
diputado,14,ambito,0.01862
inflación,14,ambito,0.01862
deuda,14,ambito,0.01862
vacuna,14,ambito,0.01862
acuerdo,14,ambito,0.01862
Úrsula Bahillo,30,todonoticias,0.01854
Alberto Fernández,13,paginadoce,0.01831
dólar,23,clarin,0.01815
incorporación,138,popular,0.01811
Argentina,12,perfil,0.01794
México,212,infobae,0.01762
Aníbal Moreno,133,popular,0.01745
amistosos,133,popular,0.01745
Córdoba,133,popular,0.01745
españoles,133,popular,0.01745
fichaje,133,popular,0.01745
Quimsa,132,popular,0.01732
proyecto,13,ambito,0.01729
ICAP,207,infobae,0.0172
pandemia,207,infobae,0.0172
juicio,11,telam,0.01677
Buenos Aires,11,telam,0.01677
Ganancias,6,eldestape,0.01676
Morro García,6,eldestape,0.01676
muerte,21,clarin,0.01657
Úrsula,11,perfil,0.01644
Úrsula Bahillo,11,perfil,0.01644
precio,11,perfil,0.01644
Ciudad,12,ambito,0.01596
pandemia,12,ambito,0.01596
Argentina,12,ambito,0.01596
Luis,62,lanacion,0.01583
historia,20,clarin,0.01579
Ecuador,11,paginadoce,0.01549
Argentina,11,paginadoce,0.01549
acuerdo,11,paginadoce,0.01549
gobierno,25,todonoticias,0.01545
domingo,117,popular,0.01535
Úrsula,10,telam,0.01524
vacunación,10,telam,0.01524
Sputnik,10,telam,0.01524
Argentina,10,telam,0.01524
acuerdo,10,telam,0.01524
Gallardo,10,perfil,0.01495
River,10,perfil,0.01495
acuerdo,10,perfil,0.01495
femicidio,10,perfil,0.01495
foto,24,todonoticias,0.01483
vacuna,24,todonoticias,0.01483
femicidio,11,ambito,0.01463
Covid,11,ambito,0.01463
Wall Street,11,ambito,0.01463
Bitcoin,11,ambito,0.01463
general,56,lanacion,0.0143
viernes,56,lanacion,0.0143
femicidio,23,todonoticias,0.01422
pandemia,18,clarin,0.01421
clase,18,clarin,0.01421
femicidio,18,clarin,0.01421
precio,10,paginadoce,0.01408
elección,10,paginadoce,0.01408
gobierno,10,paginadoce,0.01408
febrero,10,paginadoce,0.01408
clase,10,paginadoce,0.01408
Mendoza,55,lanacion,0.01404
Anses,5,eldestape,0.01397
alimento,5,eldestape,0.01397
empresario,5,eldestape,0.01397
Boca,5,eldestape,0.01397
género,5,eldestape,0.01397
provincia,5,eldestape,0.01397
Rojas,5,eldestape,0.01397
salario,5,eldestape,0.01397
causa,5,eldestape,0.01397
Misiones,54,lanacion,0.01379
transformación,105,popular,0.01378
Agustín Palavecino,105,popular,0.01378
pelea,105,popular,0.01378
Facundo Manes,105,popular,0.01378
rodillazo,105,popular,0.01378
ley,9,telam,0.01372
policía,9,telam,0.01372
clase,9,telam,0.01372
elección,9,telam,0.01372
proyecto,9,telam,0.01372
EEUU,9,telam,0.01372
contagio,165,infobae,0.01371
UFC,104,popular,0.01365
segundo,104,popular,0.01365
muerte,22,todonoticias,0.0136
partido,53,lanacion,0.01353
mensaje,9,perfil,0.01345
pandemia,9,perfil,0.01345
River,10,ambito,0.0133
EEUU,10,ambito,0.0133
Ecuador,10,ambito,0.0133
Ganancias,10,ambito,0.0133
Trump,10,ambito,0.0133
banco,100,popular,0.01312
ciudad,51,lanacion,0.01302
periodista,99,popular,0.01299
Morro,99,popular,0.01299
García,99,popular,0.01299
Ali,99,popular,0.01299
boxeo,99,popular,0.01299
triunfo,99,popular,0.01299
Hernán Crespo,99,popular,0.01299
verdugo,99,popular,0.01299
Adrián Di Blasi,99,popular,0.01299
renuncia,99,popular,0.01299
David Martínez,99,popular,0.01299
Leon Spinks,99,popular,0.01299
Messi,99,popular,0.01299
Defensa,98,popular,0.01286
Madre,98,popular,0.01286
Covid,98,popular,0.01286
condolencia,98,popular,0.01286
Mansur,98,popular,0.01286
Barcelona,98,popular,0.01286
vuelta,9,paginadoce,0.01268
vacuna,9,paginadoce,0.01268
Rojas,9,paginadoce,0.01268
semana,16,clarin,0.01263
Valentín,20,todonoticias,0.01236
hijo,20,todonoticias,0.01236
balotaje,8,telam,0.0122
febrero,8,telam,0.0122
Ciudad,8,telam,0.0122
Arauz,8,telam,0.0122
Macri,9,ambito,0.01197
cierre,9,ambito,0.01197
venta,9,ambito,0.01197
Dólar,9,ambito,0.01197
Alberto Fernández,9,ambito,0.01197
Valentín,9,ambito,0.01197
salario,9,ambito,0.01197
muerte,8,perfil,0.01196
juicio,8,perfil,0.01196
deuda,8,perfil,0.01196
Juan,8,perfil,0.01196
vuelta,8,perfil,0.01196
video,15,clarin,0.01184
mujer,15,clarin,0.01184
Neuquén,45,lanacion,0.01149
inicio,137,infobae,0.01138
femicidio,8,paginadoce,0.01127
pronóstico,8,paginadoce,0.01127
Buenos Aires,8,paginadoce,0.01127
jornada,44,lanacion,0.01123
jugador,4,eldestape,0.01117
elección,4,eldestape,0.01117
video,4,eldestape,0.01117
mujer,4,eldestape,0.01117
salud,4,eldestape,0.01117
policía,4,eldestape,0.01117
Kicillof,4,eldestape,0.01117
juez,4,eldestape,0.01117
economía,4,eldestape,0.01117
imponer,4,eldestape,0.01117
cobro,4,eldestape,0.01117
Sputnik,4,eldestape,0.01117
Ecuador,4,eldestape,0.01117
historia,4,eldestape,0.01117
Ciudad,14,clarin,0.01105
precio,14,clarin,0.01105
mercado,14,clarin,0.01105
dosis,7,telam,0.01067
alrededores,7,telam,0.01067
Macri,7,telam,0.01067
salario,7,telam,0.01067
Trump,7,telam,0.01067
incendio,7,telam,0.01067
efeméride,7,telam,0.01067
final,7,telam,0.01067
China,8,ambito,0.01064
provincia,8,ambito,0.01064
bolsa,8,ambito,0.01064
SP Merval,8,ambito,0.01064
usd,128,infobae,0.01064
video,17,todonoticias,0.01051
mujer,17,todonoticias,0.01051
febrero,17,todonoticias,0.01051
sábado,41,lanacion,0.01047
Santiago,41,lanacion,0.01047
clave,7,perfil,0.01046
Alberto Fernández,7,perfil,0.01046
foto,7,perfil,0.01046
salud,7,perfil,0.01046
desafío,7,perfil,0.01046
hijo,7,perfil,0.01046
Ecuador,7,perfil,0.01046
vuelta,13,clarin,0.01026
Australia,78,popular,0.01024
Fotógrafo,77,popular,0.0101
foto,77,popular,0.0101
coronavirus,76,popular,0.00997
Horóscopo,39,lanacion,0.00996
causa,7,paginadoce,0.00986
efeméride,7,paginadoce,0.00986
clima,7,paginadoce,0.00986
mundial,7,paginadoce,0.00986
Clubes,7,paginadoce,0.00986
inflación,7,paginadoce,0.00986
juicio,7,paginadoce,0.00986
proyecto,7,paginadoce,0.00986
Bowl,12,clarin,0.00947
cambio,12,clarin,0.00947
elección,12,clarin,0.00947
causa,12,clarin,0.00947
Rojas,12,clarin,0.00947
vacuna,37,lanacion,0.00945
marzo,7,ambito,0.00931
semana,7,ambito,0.00931
elección,7,ambito,0.00931
Larreta,7,ambito,0.00931
plan,7,ambito,0.00931
regreso,7,ambito,0.00931
juez,7,ambito,0.00931
Casa,7,ambito,0.00931
Buenos Aires,7,ambito,0.00931
Alberto Fernández,15,todonoticias,0.00927
venta,15,todonoticias,0.00927
salud,15,todonoticias,0.00927
Australia,15,todonoticias,0.00927
enfermedad,15,todonoticias,0.00927
jugador,6,telam,0.00915
denuncia,6,telam,0.00915
correísmo,6,telam,0.00915
ingreso,6,telam,0.00915
Consejo,6,telam,0.00915
Justicia,6,telam,0.00915
regreso,6,telam,0.00915
sector,6,telam,0.00915
Ecuador,6,telam,0.00915
debut,6,telam,0.00915
Peque,6,telam,0.00915
empresario,6,telam,0.00915
US,6,telam,0.00915
ciudad,6,telam,0.00915
Rojas,6,telam,0.00915
pandemia,6,telam,0.00915
gobierno,109,infobae,0.00906
fallecimiento,108,infobae,0.00897
policía,6,perfil,0.00897
futbol,6,perfil,0.00897
partido,6,perfil,0.00897
dólar,6,perfil,0.00897
Sputnik,6,perfil,0.00897
regreso,6,perfil,0.00897
ganancia,6,perfil,0.00897
cumpleaños,6,perfil,0.00897
diputado,6,perfil,0.00897
FMI,6,perfil,0.00897
Trump,6,perfil,0.00897
Ganancias,6,perfil,0.00897
proyecto,6,perfil,0.00897
presidente,11,clarin,0.00868
Covid,11,clarin,0.00868
policía,11,clarin,0.00868
Úrsula Bahillo,11,clarin,0.00868
Diego Schwartzman,66,popular,0.00866
River,14,todonoticias,0.00865
TN Autos,14,todonoticias,0.00865
policía,6,paginadoce,0.00845
juez,6,paginadoce,0.00845
FMI,6,paginadoce,0.00845
mujer,6,paginadoce,0.00845
par,6,paginadoce,0.00845
Italia,6,paginadoce,0.00845
Australia,6,paginadoce,0.00845
Juan,6,paginadoce,0.00845
Fe,33,lanacion,0.00842
gobierno,33,lanacion,0.00842
Formosa,33,lanacion,0.00842
docente,3,eldestape,0.00838
Píparo,3,eldestape,0.00838
Capital,3,eldestape,0.00838
madre,3,eldestape,0.00838
audiencia,3,eldestape,0.00838
gremio,3,eldestape,0.00838
Lawfare,3,eldestape,0.00838
canje,3,eldestape,0.00838
clave,3,eldestape,0.00838
enriquecimiento,3,eldestape,0.00838
deuda,3,eldestape,0.00838
marido,3,eldestape,0.00838
Mesa,3,eldestape,0.00838
Enlace,3,eldestape,0.00838
Úrsula Bahillo,3,eldestape,0.00838
River,3,eldestape,0.00838
lunes,3,eldestape,0.00838
protocolo,3,eldestape,0.00838
dosis,3,eldestape,0.00838
Pollo Vignolo,3,eldestape,0.00838
diputado,3,eldestape,0.00838
aula,3,eldestape,0.00838
violencia,3,eldestape,0.00838
femicida,3,eldestape,0.00838
trotta,3,eldestape,0.00838
botón,3,eldestape,0.00838
mensaje,3,eldestape,0.00838
espionaje,3,eldestape,0.00838
consumo,3,eldestape,0.00838
vuelta,3,eldestape,0.00838
razón,3,eldestape,0.00838
diálogo,3,eldestape,0.00838
Gallardo,3,eldestape,0.00838
Guzmán,3,eldestape,0.00838
acción,3,eldestape,0.00838
Femicidio,3,eldestape,0.00838
minuto,3,eldestape,0.00838
YPF,3,eldestape,0.00838
regreso,3,eldestape,0.00838
Acuerdo,3,eldestape,0.00838
CFK,3,eldestape,0.00838
paso,3,eldestape,0.00838
campo,3,eldestape,0.00838
fin,3,eldestape,0.00838
enero,3,eldestape,0.00838
cerebro,13,todonoticias,0.00803
modelo,13,todonoticias,0.00803
diario,13,todonoticias,0.00803
ley,6,ambito,0.00798
Juan,6,ambito,0.00798
red,6,ambito,0.00798
viernes,6,ambito,0.00798
Guzmán,6,ambito,0.00798
Arauz,6,ambito,0.00798
Clubes,6,ambito,0.00798
PASO,6,ambito,0.00798
contagio,6,ambito,0.00798
variante,6,ambito,0.00798
presidente,6,ambito,0.00798
Massa,6,ambito,0.00798
Ganancias,10,clarin,0.00789
inflación,10,clarin,0.00789
diputado,10,clarin,0.00789
escuela,10,clarin,0.00789
fin,10,clarin,0.00789
soja,10,clarin,0.00789
proyecto,10,clarin,0.00789
Corte,10,clarin,0.00789
juez,10,clarin,0.00789
euro,94,infobae,0.00781
Colombia,92,infobae,0.00765
jornada,5,telam,0.00762
muerte,5,telam,0.00762
diputado,5,telam,0.00762
dni,5,telam,0.00762
aumento,5,telam,0.00762
hombre,5,telam,0.00762
deuda,5,telam,0.00762
cafiero,5,telam,0.00762
Schwartzman,5,telam,0.00762
pensionar,5,telam,0.00762
fin,5,telam,0.00762
Bolsón,5,telam,0.00762
jubilados,5,telam,0.00762
Ganancias,5,telam,0.00762
plan,5,telam,0.00762
Úrsula Bahillo,5,telam,0.00762
mes,5,telam,0.00762
EE UU,5,perfil,0.00747
Joe Biden,5,perfil,0.00747
docente,5,perfil,0.00747
senado,5,perfil,0.00747
salario,5,perfil,0.00747
Donald Trump,5,perfil,0.00747
mayo,5,perfil,0.00747
América,5,perfil,0.00747
imponer,5,perfil,0.00747
Bitcoin,5,perfil,0.00747
Justicia,5,perfil,0.00747
Morro García,5,perfil,0.00747
fin,5,perfil,0.00747
ARA,5,perfil,0.00747
frente,5,perfil,0.00747
mujer,5,perfil,0.00747
Ciudad,5,perfil,0.00747
presencialidad,5,perfil,0.00747
venta,5,perfil,0.00747
crisis,5,perfil,0.00747
pick,12,todonoticias,0.00742
red,12,todonoticias,0.00742
tapa,12,todonoticias,0.00742
cáncer,12,todonoticias,0.00742
Australia,89,infobae,0.0074
resultado,29,lanacion,0.0074
precio,29,lanacion,0.0074
peso,87,infobae,0.00723
jueves,28,lanacion,0.00715
martes,28,lanacion,0.00715
directo,9,clarin,0.0071
Netflix,9,clarin,0.0071
clave,9,clarin,0.0071
Justicia,9,clarin,0.0071
Carnaval,9,clarin,0.0071
Bayern Munich,5,paginadoce,0.00704
ley,5,paginadoce,0.00704
Úrsula,5,paginadoce,0.00704
Netflix,5,paginadoce,0.00704
ministro,5,paginadoce,0.00704
Tigres,5,paginadoce,0.00704
femicidio,27,lanacion,0.00689
precio,11,todonoticias,0.0068
joven,11,todonoticias,0.0068
Ciudad,11,todonoticias,0.0068
historia,11,todonoticias,0.0068
versión,11,todonoticias,0.0068
mensaje,11,todonoticias,0.0068
maíz,5,ambito,0.00665
Morro,5,ambito,0.00665
juicio,5,ambito,0.00665
enero,5,ambito,0.00665
Biden,5,ambito,0.00665
cambio,5,ambito,0.00665
pronóstico,5,ambito,0.00665
García,5,ambito,0.00665
lunes,5,ambito,0.00665
miércoles,5,ambito,0.00665
vacunación,5,ambito,0.00665
causa,5,ambito,0.00665
fin,5,ambito,0.00665
clima,5,ambito,0.00665
récord,5,ambito,0.00665
jueves,5,ambito,0.00665
ganancia,5,ambito,0.00665
Consejo,5,ambito,0.00665
Mendoza,5,ambito,0.00665
Ecuador,80,infobae,0.00665
lunes,26,lanacion,0.00664
Estero,26,lanacion,0.00664
historia,25,lanacion,0.00638
paso,8,clarin,0.00631
ciudad,8,clarin,0.00631
juicio,8,clarin,0.00631
retención,8,clarin,0.00631
alineación,8,clarin,0.00631
futbol,8,clarin,0.00631
riesgo,8,clarin,0.00631
partido,8,clarin,0.00631
Sergio Massa,8,clarin,0.00631
YPF,8,clarin,0.00631
Donald Trump,8,clarin,0.00631
dólar,10,todonoticias,0.00618
clase,10,todonoticias,0.00618
imagen,10,todonoticias,0.00618
moda,10,todonoticias,0.00618
programa,4,telam,0.0061
victoria,4,telam,0.0061
joven,4,telam,0.0061
visita,4,telam,0.0061
OMS,4,telam,0.0061
Rusia,4,telam,0.0061
vuelta,4,telam,0.0061
abuso,4,telam,0.0061
cupo,4,telam,0.0061
expresidente,4,telam,0.0061
China,4,telam,0.0061
Guzmán,4,telam,0.0061
AstraZeneca,4,telam,0.0061
educación,4,telam,0.0061
víctima,4,telam,0.0061
trotta,4,telam,0.0061
partido,4,telam,0.0061
ronda,4,telam,0.0061
Corte,4,telam,0.0061
Reino,4,telam,0.0061
escuela,4,telam,0.0061
juez,4,telam,0.0061
director,4,telam,0.0061
marido,4,telam,0.0061
Carolina Píparo,4,telam,0.0061
libro,4,telam,0.0061
crisis,4,telam,0.0061
Mendoza,4,telam,0.0061
Martínez,4,telam,0.0061
Chile,4,telam,0.0061
lluvia,4,telam,0.0061
Alberto Fernández,4,telam,0.0061
Plata,4,telam,0.0061
prisión,4,telam,0.0061
obra,4,telam,0.0061
diálogo,4,telam,0.0061
Brasil,4,telam,0.0061
mujer,4,telam,0.0061
ministro,4,telam,0.0061
inicio,4,telam,0.0061
fiscal,4,telam,0.0061
semana,4,perfil,0.00598
medio,4,perfil,0.00598
apoyo,4,perfil,0.00598
red,4,perfil,0.00598
covid,4,perfil,0.00598
empresario,4,perfil,0.00598
abogado,4,perfil,0.00598
Capitolio,4,perfil,0.00598
hombre,4,perfil,0.00598
ley,4,perfil,0.00598
política,4,perfil,0.00598
juez,4,perfil,0.00598
familia,4,perfil,0.00598
plan,4,perfil,0.00598
España,4,perfil,0.00598
video,4,perfil,0.00598
lluvia,4,perfil,0.00598
control,4,perfil,0.00598
marcha,4,perfil,0.00598
China,4,perfil,0.00598
mes,4,perfil,0.00598
Macri,4,perfil,0.00598
protestas,4,perfil,0.00598
Australia,4,perfil,0.00598
paso,4,perfil,0.00598
amenaza,4,perfil,0.00598
comercio,4,perfil,0.00598
marcha,45,popular,0.00591
España,23,lanacion,0.00587
Martín,23,lanacion,0.00587
Gimnasia,44,popular,0.00577
Boca Juniors,44,popular,0.00577
Aldosivi,44,popular,0.00577
Godoy Cruz,44,popular,0.00577
Nadia Podoroska,44,popular,0.00577
Fabricio Bustos,44,popular,0.00577
título,44,popular,0.00577
concurso,44,popular,0.00577
Gonzalo Asis,44,popular,0.00577
Huracán,44,popular,0.00577
Morro García,44,popular,0.00577
derrota,44,popular,0.00577
Madrid,44,popular,0.00577
Chick Corea,4,paginadoce,0.00563
escuela,4,paginadoce,0.00563
muerte,4,paginadoce,0.00563
hombre,4,paginadoce,0.00563
diputado,4,paginadoce,0.00563
México,4,paginadoce,0.00563
deuda,4,paginadoce,0.00563
aceite,4,paginadoce,0.00563
política,4,paginadoce,0.00563
dólar,4,paginadoce,0.00563
presidente,4,paginadoce,0.00563
Consejo,4,paginadoce,0.00563
condena,4,paginadoce,0.00563
televisión,4,paginadoce,0.00563
Opinión,4,paginadoce,0.00563
Italia,22,lanacion,0.00562
partido,9,todonoticias,0.00556
hombre,9,todonoticias,0.00556
Buenos Aires,9,todonoticias,0.00556
camión,9,todonoticias,0.00556
medio,9,todonoticias,0.00556
riesgo,9,todonoticias,0.00556
policía,9,todonoticias,0.00556
mano,9,todonoticias,0.00556
Martín Guzmán,7,clarin,0.00552
obra,7,clarin,0.00552
dosis,7,clarin,0.00552
marzo,7,clarin,0.00552
película,7,clarin,0.00552
auto,7,clarin,0.00552
campaña,7,clarin,0.00552
Úrsula,7,clarin,0.00552
Dólar,7,clarin,0.00552
Buenos Aires,7,clarin,0.00552
amigo,7,clarin,0.00552
Alberto Fernández,21,lanacion,0.00536
Quiniela,21,lanacion,0.00536
mujer,4,ambito,0.00532
Gallardo,4,ambito,0.00532
submarino,4,ambito,0.00532
dosis,4,ambito,0.00532
resultado,4,ambito,0.00532
historia,4,ambito,0.00532
temporada,4,ambito,0.00532
denuncia,4,ambito,0.00532
victoria,4,ambito,0.00532
estímulo,4,ambito,0.00532
Úrsula Bahillo,4,ambito,0.00532
paso,4,ambito,0.00532
salud,4,ambito,0.00532
Plata,4,ambito,0.00532
adrs,4,ambito,0.00532
dato,4,ambito,0.00532
Bayern Munich,4,ambito,0.00532
muerte,4,ambito,0.00532
mes,4,ambito,0.00532
Mundial,4,ambito,0.00532
Justicia,4,ambito,0.00532
bono,4,ambito,0.00532
toma,4,ambito,0.00532
ypf,4,ambito,0.00532
detalle,4,ambito,0.00532
video,4,ambito,0.00532
jugador,4,ambito,0.00532
construcción,4,ambito,0.00532
acción,4,ambito,0.00532
refuerzo,4,ambito,0.00532
economía,4,ambito,0.00532
Rojas,4,ambito,0.00532
violencia,4,ambito,0.00532
auto,4,ambito,0.00532
Australia,4,ambito,0.00532
Kicillof,4,ambito,0.00532
Messi,4,ambito,0.00532
Vélez,4,ambito,0.00532
Godoy Cruz,4,ambito,0.00532
escuela,4,ambito,0.00532
mensaje,4,ambito,0.00532
presencialidad,4,ambito,0.00532
partido,4,ambito,0.00532
Kulfas,4,ambito,0.00532
China,63,infobae,0.00524
proyecto,8,todonoticias,0.00494
campaña,8,todonoticias,0.00494
amor,8,todonoticias,0.00494
mes,8,todonoticias,0.00494
pandemia,8,todonoticias,0.00494
camioneta,8,todonoticias,0.00494
clase,19,lanacion,0.00485
victoria,58,infobae,0.00482
cuenta,6,clarin,0.00474
joven,6,clarin,0.00474
Cristina Kirchner,6,clarin,0.00474
intendente,6,clarin,0.00474
vacunación,6,clarin,0.00474
deuda,6,clarin,0.00474
espionaje,6,clarin,0.00474
Ecuador,6,clarin,0.00474
aumento,6,clarin,0.00474
control,6,clarin,0.00474
lluvia,6,clarin,0.00474
serie,6,clarin,0.00474
salud,6,clarin,0.00474
incendio,6,clarin,0.00474
docente,6,clarin,0.00474
Río,18,lanacion,0.0046
campaña,3,telam,0.00457
Río,3,telam,0.00457
ciencia,3,telam,0.00457
condena,3,telam,0.00457
protestas,3,telam,0.00457
justicia,3,telam,0.00457
nivel,3,telam,0.00457
clave,3,telam,0.00457
red,3,telam,0.00457
control,3,telam,0.00457
foco,3,telam,0.00457
récord,3,telam,0.00457
Irán,3,telam,0.00457
causa,3,telam,0.00457
defensa,3,telam,0.00457
organización,3,telam,0.00457
ganador,3,telam,0.00457
viaje,3,telam,0.00457
docente,3,telam,0.00457
sede,3,telam,0.00457
hermano,3,telam,0.00457
Educación,3,telam,0.00457
clima,3,telam,0.00457
fraude,3,telam,0.00457
muertos,3,telam,0.00457
Repro,3,telam,0.00457
puñalada,3,telam,0.00457
Kulfas,3,telam,0.00457
Venezuela,3,telam,0.00457
Unión,3,telam,0.00457
punto,3,telam,0.00457
Liga,3,telam,0.00457
candidato,3,telam,0.00457
entrenador,3,telam,0.00457
cargo,3,telam,0.00457
película,3,telam,0.00457
cine,3,telam,0.00457
situación,3,telam,0.00457
familiar,3,telam,0.00457
paso,3,telam,0.00457
jueves,3,telam,0.00457
Bayern Munich,3,telam,0.00457
FMI,3,telam,0.00457
Kicillof,3,telam,0.00457
cepa,3,telam,0.00457
Neuquén,3,telam,0.00457
salud,3,telam,0.00457
homicidio,3,telam,0.00457
resto,3,telam,0.00457
paro,3,telam,0.00457
mayoría,3,telam,0.00457
autopsia,3,telam,0.00457
Colombia,3,telam,0.00457
abogado,3,telam,0.00457
Gallardo,3,telam,0.00457
Comodoro Py,3,telam,0.00457
Hungría,3,telam,0.00457
figura,3,telam,0.00457
Italia,3,telam,0.00457
contenido,3,telam,0.00457
territorio,3,telam,0.00457
India,3,telam,0.00457
argentinos,3,telam,0.00457
hijo,3,telam,0.00457
Draghi,3,telam,0.00457
continuidad,3,telam,0.00457
escrutinio,3,telam,0.00457
Myanmar,3,telam,0.00457
comercio,3,telam,0.00457
vuelo,3,telam,0.00457
marzo,3,telam,0.00457
Banco,3,telam,0.00457
inflación,3,telam,0.00457
protocolo,3,telam,0.00457
mercado,3,telam,0.00457
uso,3,telam,0.00457
pedido,3,telam,0.00457
Mar,3,telam,0.00457
fuego,3,telam,0.00457
Moscú,3,telam,0.00457
economía,3,telam,0.00457
Yaku Pérez,3,telam,0.00457
caída,3,perfil,0.00448
electricidad,3,perfil,0.00448
virus,3,perfil,0.00448
tema,3,perfil,0.00448
AstraZeneca,3,perfil,0.00448
problema,3,perfil,0.00448
punto,3,perfil,0.00448
Rojas,3,perfil,0.00448
YPF,3,perfil,0.00448
causa,3,perfil,0.00448
impeachment,3,perfil,0.00448
México,3,perfil,0.00448
detalle,3,perfil,0.00448
final,3,perfil,0.00448
elección,3,perfil,0.00448
público,3,perfil,0.00448
presidente,3,perfil,0.00448
vacunación,3,perfil,0.00448
dosis,3,perfil,0.00448
camino,3,perfil,0.00448
Plata,3,perfil,0.00448
comunicación,3,perfil,0.00448
Hugo Moyano,3,perfil,0.00448
Cámpora,3,perfil,0.00448
Rusia,3,perfil,0.00448
auto,3,perfil,0.00448
marzo,3,perfil,0.00448
OMS,3,perfil,0.00448
submarino,3,perfil,0.00448
justicia,3,perfil,0.00448
hincha,3,perfil,0.00448
AFIP,3,perfil,0.00448
cuerpo,3,perfil,0.00448
invasión,3,perfil,0.00448
lucha,3,perfil,0.00448
candidato,3,perfil,0.00448
Sergio Massa,3,perfil,0.00448
palabra,3,perfil,0.00448
puñalada,3,perfil,0.00448
