palabra,freq,por_noticia,diario
periodista,17,0.28,diariodeleuco
hijo,351,0.28,clarin
mes,208,0.28,ambito
préstamo,2092,0.27,popular
presidente,183,0.27,perfil
dólar,3268,0.27,infobae
precio,178,0.27,telam
punto,3241,0.27,infobae
vacuna,188,0.26,paginadoce
mes,333,0.26,clarin
sentencia,16,0.26,diariodeleuco
poder,16,0.26,diariodeleuco
gente,16,0.26,diariodeleuco
sistema,16,0.26,diariodeleuco
tema,16,0.26,diariodeleuco
causa,93,0.26,eldestape
Argentina,329,0.26,clarin
vacuna,420,0.26,todonoticias
marzo,3121,0.26,infobae
control,3112,0.26,infobae
cuota,1006,0.26,lanacion
semana,323,0.25,clarin
Unión,1938,0.25,popular
semana,91,0.25,eldestape
reporte,984,0.25,lanacion
fuente,3010,0.25,infobae
mujer,404,0.25,todonoticias
embed,1897,0.25,popular
dólar,1897,0.25,popular
