palabra,freq,diario,por_noticia
Asamblea,12,infobae,0.0625
oposición,12,infobae,0.0625
Copa Argentina,6,infobae,0.06061
Formosa,13,lanacion,0.06047
presidente,13,lanacion,0.06047
local,20,lanacion,0.05952
Brasil,18,lanacion,0.05921
Oro,19,lanacion,0.05775
causa,11,infobae,0.05729
hijo,8,infobae,0.05674
martes,25,lanacion,0.05631
acuerdo,9,infobae,0.05422
domingo,24,lanacion,0.05405
lunes,24,lanacion,0.05405
miércoles,24,lanacion,0.05405
serie,18,lanacion,0.05383
coronavirus,38,telam,0.05367
España,17,lanacion,0.05342
foto,17,lanacion,0.05292
Alberto Fernández,40,perfil,0.05249
Justicia,10,infobae,0.05208
presidente,10,infobae,0.05208
viernes,23,lanacion,0.0518
Alberto,18,eldestape,0.05143
Gallardo,5,infobae,0.05051
Platense,5,infobae,0.05051
triunfo,5,infobae,0.05051
título,5,infobae,0.05051
femicidio,6,infobae,0.05042
Quiniela,22,lanacion,0.04955
mercado,9,lanacion,0.04945
Boca,556,popular,0.04871
premio,16,lanacion,0.04863
marzo,42,ambito,0.04861
marzo,17,eldestape,0.04857
Boca,16,lanacion,0.04762
Congreso,9,infobae,0.04688
vacunatorio,9,infobae,0.04688
discurso,10,lanacion,0.04651
juez,10,lanacion,0.04651
CES,5,lanacion,0.0463
coronavirus,16,eldestape,0.04571
MasterChef Celebrity,15,lanacion,0.04559
Alberto Fernández,61,clarin,0.04545
resultado,517,popular,0.04529
coronavirus,45,todonoticias,0.04487
Copa,15,lanacion,0.04464
Liga,15,lanacion,0.04464
visitante,15,lanacion,0.04464
gobierno,34,perfil,0.04462
gobierno,15,eldestape,0.04286
vacuna,15,eldestape,0.04286
Banco,7,infobae,0.04217
deuda,7,infobae,0.04217
inflación,7,infobae,0.04217
mes,7,infobae,0.04217
Buenos Aires,5,infobae,0.04202
hombre,5,infobae,0.04202
Justicia,9,lanacion,0.04186
horario,14,lanacion,0.04167
represión,8,infobae,0.04167
vacuna,29,telam,0.04096
programa,467,popular,0.04091
Alberto Fernández,41,todonoticias,0.04088
camiseta,4,infobae,0.0404
frase,4,infobae,0.0404
jugador,4,infobae,0.0404
partido,4,infobae,0.0404
Argentina,14,eldestape,0.04
papa,12,lanacion,0.03947
Córdoba,450,popular,0.03942
formación,13,lanacion,0.03869
coronavirus,28,paginadoce,0.03815
comisión,8,lanacion,0.03721
dólar,32,ambito,0.03704
WhatsApp,4,lanacion,0.03704
pantalla,4,lanacion,0.03704
smartphone,4,lanacion,0.03704
sesión,7,infobae,0.03646
frente,413,popular,0.03618
Estados,11,lanacion,0.03618
Serie,12,lanacion,0.03571
Diego Maradona,5,infobae,0.03546
amor,5,infobae,0.03546
salud,5,infobae,0.03546
candidato,400,popular,0.03504
Lorenzo,399,popular,0.03495
dólar,12,eldestape,0.03429
febrero,15,lanacion,0.03378
video,15,lanacion,0.03378
Ciudad,4,infobae,0.03361
auto,4,infobae,0.03361
joven,4,infobae,0.03361
Argentina,45,clarin,0.03353
Anses,6,lanacion,0.03297
Dólar,6,lanacion,0.03297
peso,6,lanacion,0.03297
Rusia,10,lanacion,0.03289
Cristina Kirchner,25,perfil,0.03281
dólar,44,clarin,0.03279
River,11,lanacion,0.03274
final,11,lanacion,0.03274
Plata,14,lanacion,0.03153
horóscopo,14,lanacion,0.03153
Alberto Fernández,11,eldestape,0.03143
Alberto Fernández,23,paginadoce,0.03134
juez,6,infobae,0.03125
foto,350,popular,0.03066
Plata,350,popular,0.03066
vacuna,41,clarin,0.03055
Bitcoin,5,infobae,0.03012
Ganancias,5,infobae,0.03012
Alberto Fernández,26,ambito,0.03009
Argentina,30,todonoticias,0.02991
campeón,10,lanacion,0.02976
Reino,9,lanacion,0.02961
vacunación,9,lanacion,0.02961
gobierno,39,clarin,0.02906
gobierno,25,ambito,0.02894
vacuna,29,todonoticias,0.02891
Boca,22,perfil,0.02887
deuda,10,eldestape,0.02857
Cristina,10,eldestape,0.02857
FMI,10,eldestape,0.02857
Oro,4,infobae,0.02837
actor,4,infobae,0.02837
celebrities,4,infobae,0.02837
click,4,infobae,0.02837
pandemia,20,telam,0.02825
Racing,320,popular,0.02803
vacuna,24,ambito,0.02778
US,5,lanacion,0.02747
asignación,5,lanacion,0.02747
pago,5,lanacion,0.02747
Cristina Kirchner,27,todonoticias,0.02692
Alemania,8,lanacion,0.02632
Irak,8,lanacion,0.02632
Uruguay,8,lanacion,0.02632
fecha,299,popular,0.02619
gobernador,5,infobae,0.02604
proyecto,5,infobae,0.02604
Boca,26,todonoticias,0.02592
hijo,26,todonoticias,0.02592
muerte,9,eldestape,0.02571
recomendados,292,popular,0.02558
River,289,popular,0.02532
final,288,popular,0.02523
gobierno,25,todonoticias,0.02493
cambio,283,popular,0.02479
Macri,21,ambito,0.02431
BCRA,4,infobae,0.0241
YPF,4,infobae,0.0241
bono,4,infobae,0.0241
febrero,4,infobae,0.0241
Diario,275,popular,0.02409
Números,275,popular,0.02409
Argentina,17,telam,0.02401
Barcelona,8,lanacion,0.02381
Bundesliga,8,lanacion,0.02381
Ligue,8,lanacion,0.02381
Horacio Rodríguez Larreta,5,lanacion,0.02326
Patricia Bullrich,5,lanacion,0.02326
bolsa,5,lanacion,0.02326
declaración,5,lanacion,0.02326
Bolivia,7,lanacion,0.02303
Colombia,7,lanacion,0.02303
India,7,lanacion,0.02303
pandemia,7,lanacion,0.02303
Palermo,262,popular,0.02295
Formosa,23,todonoticias,0.02293
marzo,23,todonoticias,0.02293
Macri,8,eldestape,0.02286
Boca,8,eldestape,0.02286
COVID,8,eldestape,0.02286
viernes,261,popular,0.02286
Irak,16,telam,0.0226
vacunación,16,telam,0.0226
efeméride,10,lanacion,0.02252
coronavirus,17,perfil,0.02231
Santiago,251,popular,0.02199
AFIP,4,lanacion,0.02198
Banco Nación,4,lanacion,0.02198
cuota,4,lanacion,0.02198
Cristina Kirchner,29,clarin,0.02161
Globo,7,lanacion,0.02128
gobierno,15,telam,0.02119
discurso,16,perfil,0.021
sesión,28,clarin,0.02086
Máximo Kirchner,4,infobae,0.02083
antecedente,4,infobae,0.02083
pedido,4,infobae,0.02083
reforma,4,infobae,0.02083
vacuna,15,paginadoce,0.02044
coronavirus,233,popular,0.02041
independiente,232,popular,0.02032
Banfield,230,popular,0.02015
elección,7,eldestape,0.02
Congreso,7,eldestape,0.02
presidente,7,eldestape,0.02
Dólar,7,eldestape,0.02
provincia,7,eldestape,0.02
video,20,todonoticias,0.01994
River,20,todonoticias,0.01994
Perú,6,lanacion,0.01974
Turquía,6,lanacion,0.01974
viaje,6,lanacion,0.01974
Alberto,17,ambito,0.01968
posición,220,popular,0.01927
Argentina,14,paginadoce,0.01907
Isidro,215,popular,0.01883
apertura,25,clarin,0.01863
Gildo Insfrán,4,lanacion,0.0186
Macri,4,lanacion,0.0186
oposición,4,lanacion,0.0186
represión,4,lanacion,0.0186
Argentina,16,ambito,0.01852
vacunación,16,ambito,0.01852
Ciudad,16,ambito,0.01852
coronavirus,16,ambito,0.01852
presidente,13,telam,0.01836
actor,6,lanacion,0.01824
globo,6,lanacion,0.01824
victoria,206,popular,0.01805
marzo,205,popular,0.01796
marzo,24,clarin,0.01788
Argentina Open,6,lanacion,0.01786
bundesliga,6,lanacion,0.01786
gol,201,popular,0.01761
mano,201,popular,0.01761
carrera,200,popular,0.01752
acción,15,ambito,0.01736
Kicillof,15,ambito,0.01736
clave,6,eldestape,0.01714
discurso,6,eldestape,0.01714
River,6,eldestape,0.01714
marcha,6,eldestape,0.01714
futuro,6,eldestape,0.01714
oposición,6,eldestape,0.01714
clase,6,eldestape,0.01714
Larreta,6,eldestape,0.01714
Argentina,13,perfil,0.01706
vacuna,13,perfil,0.01706
pandemia,13,perfil,0.01706
mujer,12,telam,0.01695
marzo,12,telam,0.01695
dólar,17,todonoticias,0.01695
Salvio,192,popular,0.01682
conmebol,192,popular,0.01682
Alberto Fernández,191,popular,0.01673
gobierno,12,paginadoce,0.01635
pandemia,14,ambito,0.0162
mujer,16,todonoticias,0.01595
nene,16,todonoticias,0.01595
hombre,7,lanacion,0.01577
fin,12,perfil,0.01575
clásico,179,popular,0.01568
dosis,11,telam,0.01554
docente,11,telam,0.01554
Maradona,5,lanacion,0.0152
novio,5,lanacion,0.0152
Bitcoin,13,ambito,0.01505
Wall Street,13,ambito,0.01505
mujer,11,paginadoce,0.01499
pandemia,11,paginadoce,0.01499
Buenos Aires,20,clarin,0.0149
League,5,lanacion,0.01488
premer,5,lanacion,0.01488
sábado,166,popular,0.01454
Marcelo Gallardo,165,popular,0.01445
dólar,11,perfil,0.01444
Claypole,164,popular,0.01437
aumento,5,eldestape,0.01429
jubilación,5,eldestape,0.01429
vip,5,eldestape,0.01429
Bullrich,5,eldestape,0.01429
cobro,5,eldestape,0.01429
juez,5,eldestape,0.01429
causa,5,eldestape,0.01429
Sputnik,5,eldestape,0.01429
Copa,162,popular,0.01419
mujer,19,clarin,0.01416
Buenos Aires,10,telam,0.01412
causa,10,telam,0.01412
final,10,telam,0.01412
Liga,161,popular,0.0141
foto,14,todonoticias,0.01396
taller,159,popular,0.01393
plan,12,ambito,0.01389
FMI,12,ambito,0.01389
mes,12,ambito,0.01389
riesgo,12,ambito,0.01389
Buenos Aires,10,paginadoce,0.01362
Formosa,18,clarin,0.01341
Covid,18,clarin,0.01341
Justicia,18,clarin,0.01341
visita,151,popular,0.01323
alarma,4,lanacion,0.01316
príncipe,4,lanacion,0.01316
restricción,4,lanacion,0.01316
juez,10,perfil,0.01312
Estados,10,perfil,0.01312
sesión,148,popular,0.01297
vip,13,todonoticias,0.01296
pandemia,13,todonoticias,0.01296
domingo,147,popular,0.01288
Barcelona,146,popular,0.01279
Cristina Kirchner,11,ambito,0.01273
Boca,11,ambito,0.01273
formación,11,ambito,0.01273
Brasil,11,ambito,0.01273
River,11,ambito,0.01273
provincia,11,ambito,0.01273
Brasil,9,telam,0.01271
Francisco,9,telam,0.01271
género,9,telam,0.01271
precio,17,clarin,0.01267
River,17,clarin,0.01267
discurso,17,clarin,0.01267
pandemia,17,clarin,0.01267
historia,17,clarin,0.01267
Ciudad,17,clarin,0.01267
marzo,9,paginadoce,0.01226
sesión,9,paginadoce,0.01226
muerte,9,paginadoce,0.01226
pronóstico,9,paginadoce,0.01226
Argentina Open,9,paginadoce,0.01226
discurso,9,paginadoce,0.01226
vacunación,9,paginadoce,0.01226
Estudiantes,140,popular,0.01226
docente,139,popular,0.01218
Diego Schwartzman,139,popular,0.01218
cine,4,lanacion,0.01216
Canelo Álvarez,138,popular,0.01209
causa,12,todonoticias,0.01196
muerte,12,todonoticias,0.01196
MasterChef Celebrity,12,todonoticias,0.01196
hijo,16,clarin,0.01192
presidente,16,clarin,0.01192
Copa Argentina,4,lanacion,0.0119
Juan Manuel Cerúndo,4,lanacion,0.0119
Madrid,4,lanacion,0.0119
Messi,4,lanacion,0.0119
Racing,4,lanacion,0.0119
cambio,4,lanacion,0.0119
futbol,4,lanacion,0.0119
gol,4,lanacion,0.0119
tenis,4,lanacion,0.0119
torneo,4,lanacion,0.0119
Newells,135,popular,0.01183
marzo,9,perfil,0.01181
precio,9,perfil,0.01181
mensaje,9,perfil,0.01181
Lanús,133,popular,0.01165
sesión,10,ambito,0.01157
EEUU,10,ambito,0.01157
dosis,10,ambito,0.01157
inversión,10,ambito,0.01157
semana,10,ambito,0.01157
ley,10,ambito,0.01157
Tevez,132,popular,0.01156
proyecto,4,eldestape,0.01143
Anses,4,eldestape,0.01143
inflación,4,eldestape,0.01143
Buenos Aires,4,eldestape,0.01143
vacunación,4,eldestape,0.01143
dosis,4,eldestape,0.01143
alimento,4,eldestape,0.01143
Brasil,4,eldestape,0.01143
plan,4,eldestape,0.01143
pandemia,4,eldestape,0.01143
suba,4,eldestape,0.01143
Francisco Cerúndo,130,popular,0.01139
noticias,130,popular,0.01139
historia,8,telam,0.0113
Kicillof,8,telam,0.0113
plan,8,telam,0.0113
papa,8,telam,0.0113
Macri,8,telam,0.0113
grado,8,telam,0.0113
semana,8,telam,0.0113
Capricornio,5,lanacion,0.01126
Escorpio,5,lanacion,0.01126
Leo,5,lanacion,0.01126
Sagitario,5,lanacion,0.01126
Virgo,5,lanacion,0.01126
familia,5,lanacion,0.01126
muerte,15,clarin,0.01118
Avellaneda,127,popular,0.01113
video,126,popular,0.01104
cuestionamiento,126,popular,0.01104
Lobo,126,popular,0.01104
Eduardo Domínguez,126,popular,0.01104
Frank Kudelka,126,popular,0.01104
Congreso,11,todonoticias,0.01097
sesión,11,todonoticias,0.01097
apertura,8,paginadoce,0.0109
femicidio,8,paginadoce,0.0109
juez,8,paginadoce,0.0109
docente,8,paginadoce,0.0109
Julio César Falcioni,123,popular,0.01078
punto,123,popular,0.01078
error,123,popular,0.01078
sólido,123,popular,0.01078
plantel,122,popular,0.01069
imagen,122,popular,0.01069
Diego Braghieri,120,popular,0.01051
crisis,8,perfil,0.0105
presidente,8,perfil,0.0105
momento,8,perfil,0.0105
inflación,8,perfil,0.0105
River,8,perfil,0.0105
Brasil,8,perfil,0.0105
FMI,8,perfil,0.0105
muerte,8,perfil,0.0105
Formosa,8,perfil,0.0105
política,8,perfil,0.0105
acuerdo,8,perfil,0.0105
Claypole,8,perfil,0.0105
partido,14,clarin,0.01043
video,14,clarin,0.01043
Mauricio Macri,14,clarin,0.01043
FMI,14,clarin,0.01043
Oro,14,clarin,0.01043
ganancia,9,ambito,0.01042
SP Merval,9,ambito,0.01042
causa,9,ambito,0.01042
Dólar,9,ambito,0.01042
deuda,9,ambito,0.01042
Estero,119,popular,0.01042
provincia,117,popular,0.01025
gobierno,117,popular,0.01025
local,115,popular,0.01007
propuesta,114,popular,0.00999
paso,114,popular,0.00999
gato,114,popular,0.00999
Sarmiento,114,popular,0.00999
vacunación,114,popular,0.00999
jugada,114,popular,0.00999
Izquierdoz,114,popular,0.00999
Juan Antonio Pizzi,114,popular,0.00999
juego,114,popular,0.00999
calle,10,todonoticias,0.00997
tragedia,10,todonoticias,0.00997
mes,10,todonoticias,0.00997
hombre,10,todonoticias,0.00997
policía,7,telam,0.00989
punta,7,telam,0.00989
efeméride,7,telam,0.00989
Fernández,7,telam,0.00989
Ciudad,7,telam,0.00989
violencia,7,telam,0.00989
clase,7,telam,0.00989
proyecto,7,telam,0.00989
Alberto Fernández,7,telam,0.00989
Chile,7,telam,0.00989
auto,13,clarin,0.00969
aumento,13,clarin,0.00969
Huracán,110,popular,0.00964
AFA,110,popular,0.00964
finalista,109,popular,0.00955
par,7,paginadoce,0.00954
dólar,7,paginadoce,0.00954
plan,7,paginadoce,0.00954
clima,7,paginadoce,0.00954
represión,108,popular,0.00946
medio,107,popular,0.00937
subte,107,popular,0.00937
racha,106,popular,0.00929
pasajero,106,popular,0.00929
escuela,106,popular,0.00929
estación,106,popular,0.00929
patronato,106,popular,0.00929
Vélez,106,popular,0.00929
Larreta,8,ambito,0.00926
China,8,ambito,0.00926
campaña,8,ambito,0.00926
punto,8,ambito,0.00926
Maradona,8,ambito,0.00926
Racing,8,ambito,0.00926
mercado,8,ambito,0.00926
Buenos Aires,8,ambito,0.00926
auto,8,ambito,0.00926
hijo,7,perfil,0.00919
justicia,7,perfil,0.00919
reglamento,103,popular,0.00902
IFAB,103,popular,0.00902
área,103,popular,0.00902
Acuario,4,lanacion,0.00901
Cáncer,4,lanacion,0.00901
Libra,4,lanacion,0.00901
frase,4,lanacion,0.00901
papa,9,todonoticias,0.00897
moda,9,todonoticias,0.00897
auto,9,todonoticias,0.00897
Claypole,9,todonoticias,0.00897
discurso,9,todonoticias,0.00897
mes,12,clarin,0.00894
minuto,12,clarin,0.00894
vacunación,12,clarin,0.00894
Boca,12,clarin,0.00894
represión,12,clarin,0.00894
final,12,clarin,0.00894
juez,12,clarin,0.00894
mes,100,popular,0.00876
dosis,100,popular,0.00876
femicidio,100,popular,0.00876
semifinal,98,popular,0.00859
Argentina Open,97,popular,0.0085
jornada,6,telam,0.00847
medio,6,telam,0.00847
mes,6,telam,0.00847
provincia,6,telam,0.00847
juez,6,telam,0.00847
joven,6,telam,0.00847
visita,6,telam,0.00847
elección,6,telam,0.00847
obra,6,telam,0.00847
máxima,6,telam,0.00847
Consejo,6,telam,0.00847
Sputnik,6,telam,0.00847
denuncia,6,telam,0.00847
salud,6,telam,0.00847
ministro,6,telam,0.00847
gestión,6,telam,0.00847
precio,6,telam,0.00847
deuda,6,telam,0.00847
Franco Armani,96,popular,0.00841
Justicia,96,popular,0.00841
medio,11,clarin,0.0082
príncipe,11,clarin,0.0082
hombre,11,clarin,0.0082
policía,11,clarin,0.0082
vivo,11,clarin,0.0082
oposición,11,clarin,0.0082
globo,6,paginadoce,0.00817
efeméride,6,paginadoce,0.00817
dosis,6,paginadoce,0.00817
Axel Kicillof,6,paginadoce,0.00817
triunfo,93,popular,0.00815
Federico Delbonis,93,popular,0.00815
lunes,7,ambito,0.0081
clima,7,ambito,0.0081
febrero,7,ambito,0.0081
película,7,ambito,0.0081
Sputnik,7,ambito,0.0081
economía,7,ambito,0.0081
clase,7,ambito,0.0081
precio,7,ambito,0.0081
Covid,7,ambito,0.0081
YPF,7,ambito,0.0081
Consejo,7,ambito,0.0081
oro,7,ambito,0.0081
chico,8,todonoticias,0.00798
Estados,8,todonoticias,0.00798
Diego Maradona,8,todonoticias,0.00798
Justicia,8,todonoticias,0.00798
juez,8,todonoticias,0.00798
Irak,8,todonoticias,0.00798
modelo,8,todonoticias,0.00798
partido,8,todonoticias,0.00798
gol,8,todonoticias,0.00798
Buenos Aires,8,todonoticias,0.00798
video,6,perfil,0.00787
barbijo,6,perfil,0.00787
futbol,6,perfil,0.00787
Covid,6,perfil,0.00787
Justicia,6,perfil,0.00787
policía,6,perfil,0.00787
alquiler,6,perfil,0.00787
covid,6,perfil,0.00787
campeón,89,popular,0.0078
caudal,89,popular,0.0078
Gallardo,89,popular,0.0078
expresidente,88,popular,0.00771
distancia,88,popular,0.00771
Juan Carlos,88,popular,0.00771
Noriega,88,popular,0.00771
Josep María Bartomeu,88,popular,0.00771
Chupino,88,popular,0.00771
maestro,88,popular,0.00771
Día,87,popular,0.00762
Facundo Manes,86,popular,0.00753
punta,86,popular,0.00753
enfermedad,86,popular,0.00753
papa,86,popular,0.00753
viaje,10,clarin,0.00745
Congreso,10,clarin,0.00745
Axel Kicillof,10,clarin,0.00745
Globo,10,clarin,0.00745
premio,10,clarin,0.00745
tabla,85,popular,0.00745
situación,85,popular,0.00745
jerarquía,85,popular,0.00745
FIFA,85,popular,0.00745
necesitados,85,popular,0.00745
Colón,85,popular,0.00745
choque,85,popular,0.00745
inflación,85,popular,0.00745
expectativa,85,popular,0.00745
Francisco,85,popular,0.00745
solución,85,popular,0.00745
Mauricio Pellegrino,85,popular,0.00745
homenaje,5,telam,0.00706
Estudiantes,5,telam,0.00706
sector,5,telam,0.00706
clásico,5,telam,0.00706
Sinopharm,5,telam,0.00706
justicia,5,telam,0.00706
Salud,5,telam,0.00706
hijo,5,telam,0.00706
reunión,5,telam,0.00706
Congreso,5,telam,0.00706
campaña,5,telam,0.00706
EEUU,5,telam,0.00706
alrededores,5,telam,0.00706
prisión,5,telam,0.00706
pareja,5,telam,0.00706
US,5,telam,0.00706
protestas,5,telam,0.00706
título,80,popular,0.00701
Avni Yildirim,80,popular,0.00701
detalle,7,todonoticias,0.00698
precio,7,todonoticias,0.00698
vivo,7,todonoticias,0.00698
provincia,7,todonoticias,0.00698
aumento,7,todonoticias,0.00698
momento,7,todonoticias,0.00698
alquiler,7,todonoticias,0.00698
Francisco,7,todonoticias,0.00698
presidente,7,todonoticias,0.00698
casa,7,todonoticias,0.00698
Lorenzo,6,ambito,0.00694
clave,6,ambito,0.00694
series,6,ambito,0.00694
entorno,6,ambito,0.00694
Barcelona,6,ambito,0.00694
venta,6,ambito,0.00694
presidente,6,ambito,0.00694
construcción,6,ambito,0.00694
muerte,6,ambito,0.00694
bono,6,ambito,0.00694
Sarmiento,6,ambito,0.00694
fecha,6,ambito,0.00694
pronóstico,6,ambito,0.00694
Irak,6,ambito,0.00694
visita,6,ambito,0.00694
tecnología,6,ambito,0.00694
Congreso,79,popular,0.00692
Nación,78,popular,0.00683
Patagonia,78,popular,0.00683
Sebastián Palacios,78,popular,0.00683
titanosaurio,78,popular,0.00683
apertura,78,popular,0.00683
ligamento,78,popular,0.00683
violencia,5,paginadoce,0.00681
Francisco,5,paginadoce,0.00681
Poder,5,paginadoce,0.00681
bolsa,5,paginadoce,0.00681
Irak,5,paginadoce,0.00681
Justicia,5,paginadoce,0.00681
construcción,5,paginadoce,0.00681
renuncia,5,paginadoce,0.00681
River,5,paginadoce,0.00681
Brasil,5,paginadoce,0.00681
precio,5,paginadoce,0.00681
Cristina Kirchner,5,paginadoce,0.00681
Schwartzman,5,paginadoce,0.00681
papa,9,clarin,0.00671
casa,9,clarin,0.00671
causa,9,clarin,0.00671
Irak,9,clarin,0.00671
fiscal,9,clarin,0.00671
directo,9,clarin,0.00671
ATP,9,clarin,0.00671
China,9,clarin,0.00671
clave,9,clarin,0.00671
causa,5,perfil,0.00656
mes,5,perfil,0.00656
región,5,perfil,0.00656
control,5,perfil,0.00656
Patricia Bullrich,5,perfil,0.00656
nivel,5,perfil,0.00656
Día,5,perfil,0.00656
Fernández,5,perfil,0.00656
foto,5,perfil,0.00656
paso,5,perfil,0.00656
Messi,5,perfil,0.00656
cambio,5,perfil,0.00656
elección,5,perfil,0.00656
China,5,perfil,0.00656
vacunatorio,5,perfil,0.00656
Disney,5,perfil,0.00656
Biden,5,perfil,0.00656
Gallardo,5,perfil,0.00656
Francisco,5,perfil,0.00656
ciudad,5,perfil,0.00656
torneo,72,popular,0.00631
Estados,71,popular,0.00622
Messi,71,popular,0.00622
reconciliación,70,popular,0.00613
miércoles,70,popular,0.00613
Leonas,70,popular,0.00613
clase,70,popular,0.00613
socio,69,popular,0.00604
jardín,69,popular,0.00604
Ciudad,6,todonoticias,0.00598
apertura,6,todonoticias,0.00598
semana,6,todonoticias,0.00598
minuto,6,todonoticias,0.00598
microbikini,6,todonoticias,0.00598
Gildo Insfrán,6,todonoticias,0.00598
Oro,6,todonoticias,0.00598
Horacio Rodríguez Larreta,6,todonoticias,0.00598
mensaje,6,todonoticias,0.00598
fase,6,todonoticias,0.00598
escándalo,6,todonoticias,0.00598
dinero,6,todonoticias,0.00598
WhatsApp,6,todonoticias,0.00598
proyecto,6,todonoticias,0.00598
motivo,6,todonoticias,0.00598
hermano,6,todonoticias,0.00598
joven,6,todonoticias,0.00598
fiscal,6,todonoticias,0.00598
producción,6,todonoticias,0.00598
bebé,6,todonoticias,0.00598
Horóscopo,6,todonoticias,0.00598
problema,6,todonoticias,0.00598
Martín Guzmán,8,clarin,0.00596
Sputnik,8,clarin,0.00596
juicio,8,clarin,0.00596
nene,8,clarin,0.00596
tarifas,8,clarin,0.00596
cine,8,clarin,0.00596
provincia,8,clarin,0.00596
febrero,8,clarin,0.00596
impuesto,68,popular,0.00596
riqueza,68,popular,0.00596
joven,68,popular,0.00596
pie,68,popular,0.00596
Supercopa Argentina,68,popular,0.00596
canje,5,ambito,0.00579
negocio,5,ambito,0.00579
clásico,5,ambito,0.00579
ANSES,5,ambito,0.00579
ingreso,5,ambito,0.00579
CGT,5,ambito,0.00579
campeón,5,ambito,0.00579
miércoles,5,ambito,0.00579
UE,5,ambito,0.00579
Ganancias,5,ambito,0.00579
muertos,5,ambito,0.00579
gobernador,5,ambito,0.00579
jueves,5,ambito,0.00579
vehículo,5,ambito,0.00579
final,5,ambito,0.00579
Claudia Villafañe,5,ambito,0.00579
jugador,5,ambito,0.00579
soja,5,ambito,0.00579
inversor,5,ambito,0.00579
juez,5,ambito,0.00579
nivel,5,ambito,0.00579
PJ,5,ambito,0.00579
aumento,5,ambito,0.00579
alquiler,5,ambito,0.00579
política,5,ambito,0.00579
Argentina Open,5,ambito,0.00579
Platense,5,ambito,0.00579
género,5,ambito,0.00579
historia,5,ambito,0.00579
CABA,5,ambito,0.00579
Ángela Torres,66,popular,0.00578
Platense,66,popular,0.00578
Fuego,66,popular,0.00578
niña,66,popular,0.00578
tragedia,66,popular,0.00578
diferencia,66,popular,0.00578
observacion,66,popular,0.00578
lesión,66,popular,0.00578
duda,65,popular,0.00569
febrero,65,popular,0.00569
tren,65,popular,0.00569
maquinista,65,popular,0.00569
China,4,telam,0.00565
crimen,4,telam,0.00565
Piazzolla,4,telam,0.00565
Magistratura,4,telam,0.00565
fecha,4,telam,0.00565
robo,4,telam,0.00565
hombre,4,telam,0.00565
artista,4,telam,0.00565
política,4,telam,0.00565
camino,4,telam,0.00565
noche,4,telam,0.00565
alumno,4,telam,0.00565
Justicia,4,telam,0.00565
Santiago,4,telam,0.00565
UE,4,telam,0.00565
femicidio,4,telam,0.00565
Racing,4,telam,0.00565
Boca,4,telam,0.00565
dólar,4,telam,0.00565
Uruguay,4,telam,0.00565
Kulfas,4,telam,0.00565
desafío,4,telam,0.00565
número,4,telam,0.00565
casa,4,telam,0.00565
Lorenzo,4,telam,0.00565
movimiento,4,telam,0.00565
debut,4,telam,0.00565
variante,4,telam,0.00565
Estados,4,telam,0.00565
gremio,4,telam,0.00565
Plata,4,telam,0.00565
Colón,4,telam,0.00565
club,4,telam,0.00565
partido,4,telam,0.00565
filme,64,popular,0.00561
