palabra,freq,por_noticia,diario
Instagram,418,0.41,TN
presidente,288,0.41,Perfil
dosis,545,0.41,Clarín
ministro,252,0.40,Télam
momento,402,0.40,TN
vacunación,299,0.40,Página 12
ganador,3803,0.40,Popular
gobierno,316,0.39,Ámbito
dólar,525,0.39,Clarín
tos,1761,0.38,La Nación
Argentina,26,0.38,Le Doy Mi Palabra
Transporte,4739,0.37,Infobae
humo,4683,0.37,Infobae
presidente,492,0.37,Clarín
vacunación,231,0.36,Télam
Ciudad,25,0.36,Le Doy Mi Palabra
Ministerio,25,0.36,Le Doy Mi Palabra
kilo,3424,0.36,Popular
hijo,358,0.35,TN
dosis,222,0.35,Télam
dólar,281,0.35,Ámbito
diario,24,0.35,Le Doy Mi Palabra
presidente,258,0.34,Página 12
Ginés González García,1597,0.34,La Nación
partido,4312,0.34,Infobae
México,4301,0.34,Infobae
hijo,23,0.33,Le Doy Mi Palabra
fiscal,23,0.33,Le Doy Mi Palabra
Mirtha,23,0.33,Le Doy Mi Palabra
acuerdo,126,0.33,El Destape
ministro,445,0.33,Clarín
apuesto,3180,0.33,Popular
coronavirus,208,0.33,Télam
Argentina,208,0.33,Télam
cartera,1522,0.33,La Nación
interior,4038,0.32,Infobae
Báez,22,0.32,Le Doy Mi Palabra
pellet,4014,0.32,Infobae
partícula,4009,0.32,Infobae
contaminante,4008,0.32,Infobae
vacunación,425,0.32,Clarín
Boca,120,0.32,El Destape
dosis,315,0.31,TN
pandemia,194,0.31,Télam
condena,21,0.30,Le Doy Mi Palabra
lavado,21,0.30,Le Doy Mi Palabra
Lázaro,21,0.30,Le Doy Mi Palabra
marzo,3842,0.30,Infobae
gol,2890,0.30,Popular
mujer,226,0.30,Página 12
gobierno,3780,0.30,Infobae
partido,302,0.30,TN
Argentina,113,0.30,El Destape
Ciudad,113,0.30,El Destape
mes,234,0.29,Ámbito
amigo,20,0.29,Le Doy Mi Palabra
February,20,0.29,Le Doy Mi Palabra
diputado,20,0.29,Le Doy Mi Palabra
poder,20,0.29,Le Doy Mi Palabra
mes,110,0.29,El Destape
dólar,110,0.29,El Destape
punto,3662,0.29,Infobae
Salud,382,0.28,Clarín
dosis,214,0.28,Página 12
Buenos Aires,107,0.28,El Destape
mujer,376,0.28,Clarín
renuncia,1293,0.28,La Nación
precio,105,0.28,El Destape
semana,105,0.28,El Destape
hijo,371,0.28,Clarín
ministro,208,0.28,Página 12
Argentina,195,0.28,Perfil
red,19,0.28,Le Doy Mi Palabra
prisión,19,0.28,Le Doy Mi Palabra
coronavirus,19,0.28,Le Doy Mi Palabra
dólar,3479,0.27,Infobae
fuente,3456,0.27,Infobae
juego,2625,0.27,Popular
acuerdo,171,0.27,Télam
control,3403,0.27,Infobae
pandemia,359,0.27,Clarín
calidad,3346,0.26,Infobae
prohibición,3320,0.26,Infobae
vacunación,265,0.26,TN
dirigente,18,0.26,Le Doy Mi Palabra
empresario,18,0.26,Le Doy Mi Palabra
Kirchner,18,0.26,Le Doy Mi Palabra
