palabra,freq,por_noticia,diario
gobierno,13,0.01574,Ámbito
premio,13,0.0123,TN
mujer,13,0.0123,TN
Boca,13,0.0123,TN
River,13,0.0123,TN
cuarentena,13,0.0123,TN
muerte,13,0.0123,TN
casa,13,0.00939,Clarín
Superclásico,13,0.00939,Clarín
premio,13,0.00939,Clarín
hijo,13,0.00939,Clarín
chico,13,0.00939,Clarín
Maia,13,0.00939,Clarín
minuto,13,0.00939,Clarín
vacuna,12,0.21117,Infobae
ministro,12,0.16727,Infobae
Superclásico,12,0.14634,Infobae
Copa,12,0.04196,La Nación
local,12,0.04196,La Nación
Brasil,12,0.03883,La Nación
River,12,0.01881,Perfil
gobierno,12,0.01881,Perfil
juez,12,0.01589,Télam
trabajador,12,0.01453,Ámbito
temporada,12,0.01453,Ámbito
casa,12,0.01135,TN
precio,12,0.00867,Clarín
ministro,12,0.00867,Clarín
video,11,0.10673,Infobae
gobierno,11,0.06358,La Nación
ministro,11,0.06358,La Nación
hijo,11,0.03595,La Nación
pandemia,11,0.01457,Télam
Buenos Aires,11,0.01041,TN
red,11,0.01041,TN
Maia,11,0.01041,TN
auto,11,0.01041,TN
directo,11,0.00795,Clarín
Córdoba,11,0.00795,Clarín
hombre,11,0.00795,Clarín
Chubut,11,0.00795,Clarín
superclásico,11,0.00795,Clarín
muerte,10,0.02227,El Destape
gobierno,10,0.02227,El Destape
juicio,10,0.01325,Télam
River,10,0.01247,Página 12
Ganancias,10,0.01211,Ámbito
Martín Soria,10,0.00946,TN
provincia,10,0.00946,TN
nene,10,0.00946,TN
pandemia,10,0.00946,TN
hombre,10,0.00946,TN
Estados,10,0.00723,Clarín
Ciudad,10,0.00723,Clarín
Brasil,10,0.00723,Clarín
gol,10,0.00723,Clarín
auto,10,0.00723,Clarín
violencia,10,0.00723,Clarín
justicia,9,0.05202,La Nación
formación,9,0.03147,La Nación
horario,9,0.03147,La Nación
Boca,9,0.02004,El Destape
elección,9,0.02004,El Destape
Martín Soria,9,0.01411,Perfil
hijo,9,0.01411,Perfil
Maia,9,0.01411,Perfil
Argentina,9,0.01192,Télam
Reino,9,0.01192,Télam
Boca,9,0.01122,Página 12
vacuna,9,0.01122,Página 12
gobierno,9,0.01122,Página 12
Justicia,9,0.0109,Ámbito
Maia,9,0.0109,Ámbito
inflación,9,0.0109,Ámbito
Covid,9,0.0109,Ámbito
Brasil,9,0.00851,TN
Justicia,9,0.00851,TN
historia,9,0.00851,TN
juez,9,0.0065,Clarín
COVID,8,0.22857,Infobae
libro,8,0.10812,Infobae
inflación,8,0.04878,Infobae
precio,8,0.04734,La Nación
película,8,0.02614,La Nación
Alberto Fernández,8,0.01782,El Destape
marzo,8,0.01782,El Destape
Macri,8,0.01782,El Destape
justicia,8,0.01254,Perfil
historia,8,0.01254,Perfil
video,8,0.0122,La Nación
presidente,8,0.0106,Télam
causa,8,0.0106,Télam
marzo,8,0.0106,Télam
justicia,8,0.00998,Página 12
Argentina,8,0.00998,Página 12
Chubut,8,0.00969,Ámbito
récord,8,0.00969,Ámbito
mes,8,0.00969,Ámbito
obra,8,0.00969,Ámbito
Wall Street,8,0.00969,Ámbito
SP Merval,8,0.00969,Ámbito
Macri,8,0.00969,Ámbito
pandemia,8,0.00969,Ámbito
detalle,8,0.00757,TN
precio,8,0.00757,TN
película,8,0.00578,Clarín
TV,8,0.00578,Clarín
ley,8,0.00578,Clarín
nominación,8,0.00578,Clarín
Oscar,8,0.00578,Clarín
pandemia,8,0.00578,Clarín
seguridad,8,0.00578,Clarín
semana,8,0.00578,Clarín
Chubut,7,0.04636,Infobae
ataque,7,0.04636,Infobae
causa,7,0.04636,Infobae
precio,7,0.04268,Infobae
dólar,7,0.04142,La Nación
Ligue,7,0.02448,La Nación
final,7,0.02448,La Nación
MasterChef Celebrity,7,0.02288,La Nación
premio,7,0.02288,La Nación
Bolivia,7,0.02265,La Nación
India,7,0.02265,La Nación
