palabra,freq,por_noticia,diario
mercado,211,0.25545,Ámbito
pandemia,211,0.15246,Clarín
tormenta,209,0.34085,La Nación
momento,208,0.19678,TN
Boca,206,2.5122,Infobae
dosis,205,3.36083,Infobae
precio,204,2.66674,La Nación
partido,204,2.36859,Infobae
partido,202,0.26755,Télam
actor,201,1.70411,Infobae
provincia,200,4.10372,Infobae
vacuna,200,0.44543,El Destape
película,200,0.14451,Clarín
jugador,199,0.6958,La Nación
Boca,199,0.14379,Clarín
semana,198,0.23971,Ámbito
libro,197,4.4705,La Nación
mes,197,2.80071,La Nación
Argentina,196,0.24439,Página 12
familia,195,0.1409,Clarín
juez,194,1.43882,Infobae
madrugada,194,0.30445,La Nación
Buenos Aires,194,0.18354,TN
provincia,192,1.98865,La Nación
gol,191,0.66783,La Nación
pandemia,188,1.78386,La Nación
mínima,187,0.28506,La Nación
Justicia,186,0.94758,La Nación
provincia,186,0.17597,TN
presidente,185,0.28997,Perfil
mujer,184,4.10199,La Nación
presidente,184,0.17408,TN
libro,183,2.79786,Infobae
Alberto Fernández,183,1.34335,Infobae
actor,183,0.13223,Clarín
Cas,182,0.22693,Página 12
precio,182,0.1315,Clarín
foto,181,4.29145,Infobae
mujer,181,0.22569,Página 12
ministro,179,0.23709,Télam
sudeste,178,0.27134,La Nación
gol,178,0.1684,TN
obra,177,2.93908,Infobae
sur,177,0.57147,La Nación
lugar,177,0.12789,Clarín
provincia,176,0.39198,El Destape
sudoeste,172,0.2622,La Nación
juez,171,0.12355,Clarín
programa,170,1.21597,Infobae
mes,170,0.16083,TN
casa,169,1.29254,Infobae
precio,168,0.20339,Ámbito
semana,166,0.15705,TN
mes,165,0.19976,Ámbito
provincia,164,0.1185,Clarín
lugar,163,0.15421,TN
vacuna,161,0.19492,Ámbito
dosis,160,0.15137,TN
provincia,159,0.2106,Télam
marzo,158,0.11416,Clarín
relación,156,0.9237,La Nación
Rusia,156,0.50668,La Nación
River,155,0.54196,La Nación
obra,154,2.80061,La Nación
juez,154,1.11711,La Nación
Argentina,154,0.24138,Perfil
precio,154,0.19202,Página 12
hombre,154,0.11127,Clarín
relación,153,2.35356,Infobae
libro,153,0.19077,Página 12
Justicia,152,1.30261,Infobae
Ciudad,152,0.10983,Clarín
Buenos Aires,151,5.55927,Infobae
pandemia,150,0.18703,Página 12
dosis,149,0.19735,Télam
red,149,0.14096,TN
aumento,148,1.19932,Infobae
peso,148,1.04281,Infobae
padre,147,0.10621,Clarín
provincia,146,0.18204,Página 12
casa,146,0.13813,TN
Ciudad,146,0.13813,TN
US,146,0.10549,Clarín
inflación,145,1.05131,Infobae
Brasil,145,0.56056,La Nación
semana,145,0.1808,Página 12
hombre,145,0.13718,TN
gol,145,0.10477,Clarín
espacio,144,2.13362,La Nación
jugador,144,0.13623,TN
mercado,143,0.10332,Clarín
manera,142,3.10486,Infobae
dosis,142,0.17706,Página 12
funcionario,142,0.1026,Clarín
River,141,1.71951,Infobae
película,141,0.5025,La Nación
Italia,141,0.42586,La Nación
juez,141,0.17581,Página 12
familia,140,3.96643,La Nación
